CTLabel,BoroCode,BoroName,CT2020,BoroCT2020,CDEligibil,NTAName,NTA2020,CDTA2020,CDTANAME,GEOID,PUMA,Shape_Leng,Shape_Area,B19013001,id,Station ID,area,perimeter,calculatedarea
"180","1",Manhattan,"018000","1018000",,East Harlem (North),MN1102,MN11,MN11 East Harlem (CD 11 Equivalent),"36061018000","4111",6055.91400604000,2287541.25700999983,"26321","0","1",15164894.247381,14925.757219,212522.355
"181","1",Manhattan,"018100","1018100",,Upper West Side (Central),MN0702,MN07,MN07 Upper West Side (CD 7 Approximation),"36061018100","4107",5253.87795421000,1489902.89326999988,"108315","0","1",15164894.247381,14925.757219,138418.334
"184","1",Manhattan,"018400","1018400",,East Harlem (North),MN1102,MN11,MN11 East Harlem (CD 11 Equivalent),"36061018400","4111",5771.87402807000,1903568.41941999993,"34279","0","1",15164894.247381,14925.757219,176849.668
"186","1",Manhattan,"018600","1018600",,Harlem (South),MN1001,MN10,MN10 Harlem (CD 10 Equivalent),"36061018600","4110",4621.74084376000,1311722.33119999990,"45221","0","1",15164894.247381,14925.757219,121864.627
"187","1",Manhattan,"018700","1018700",,Upper West Side-Manhattan Valley,MN0703,MN07,MN07 Upper West Side (CD 7 Approximation),"36061018700","4107",6534.41136082000,2323892.25423000008,"135716","0","1",15164894.247381,14925.757219,157291.512
"193","1",Manhattan,"019300","1019300",,Upper West Side-Manhattan Valley,MN0703,MN07,MN07 Upper West Side (CD 7 Approximation),"36061019300","4107",5716.00494440000,1892879.10541999992,"72865","0","1",15164894.247381,14925.757219,175856.589
"196","1",Manhattan,"019600","1019600",,East Harlem (North),MN1102,MN11,MN11 East Harlem (CD 11 Equivalent),"36061019600","4111",5776.73946275000,1902453.31241000001,"21967","0","1",15164894.247381,14925.757219,176746.086
"197.02","1",Manhattan,"019702","1019702",,Harlem (South),MN1001,MN10,MN10 Harlem (CD 10 Equivalent),"36061019702","4110",3204.62116985000,509562.33031100000,"97981","0","1",15164894.247381,14925.757219,47340.529
"199","1",Manhattan,"019900","1019900",,Morningside Heights,MN0901,MN09,MN09 Morningside Heights-Hamilton Heights (CD 9 Equivalent),"36061019900","4109",6655.70797590000,2406577.22288999986,"95313","0","1",15164894.247381,14925.757219,157927.167
"205","1",Manhattan,"020500","1020500",,Morningside Heights,MN0901,MN09,MN09 Morningside Heights-Hamilton Heights (CD 9 Equivalent),"36061020500","4109",7148.86462368000,2977095.90413000016,"209667","0","1",15164894.247381,14925.757219,162276.632
"206","1",Manhattan,"020600","1020600",,East Harlem (North),MN1102,MN11,MN11 East Harlem (CD 11 Equivalent),"36061020600","4111",5176.87308007000,1602693.85997000011,"48161","0","1",15164894.247381,14925.757219,148897.167
"207.01","1",Manhattan,"020701","1020701",,Morningside Heights,MN0901,MN09,MN09 Morningside Heights-Hamilton Heights (CD 9 Equivalent),"36061020701","4109",2984.71727731000,508167.88820400002,"69800","0","1",15164894.247381,14925.757219,47206.198
"208","1",Manhattan,"020800","1020800",,Harlem (North),MN1002,MN10,MN10 Harlem (CD 10 Equivalent),"36061020800","4110",5174.63965039000,1599291.60112000001,"92132","0","1",15164894.247381,14925.757219,148581.088
"213.03","1",Manhattan,"021303","1021303",,Manhattanville-West Harlem,MN0902,MN09,MN09 Morningside Heights-Hamilton Heights (CD 9 Equivalent),"36061021303","4109",7255.90349988000,1643103.36976999999,"59413","0","1",15164894.247381,14925.757219,152651.407
"215","1",Manhattan,"021500","1021500",,Harlem (North),MN1002,MN10,MN10 Harlem (CD 10 Equivalent),"36061021500","4110",5034.43196557000,750635.02574199997,"67206","0","1",15164894.247381,14925.757219,69737.238
"216","1",Manhattan,"021600","1021600",,Harlem (South),MN1001,MN10,MN10 Harlem (CD 10 Equivalent),"36061021600","4110",5689.08062719000,1864443.26600000006,"59784","0","1",15164894.247381,14925.757219,173214.779
"218","1",Manhattan,"021800","1021800",,Harlem (South),MN1001,MN10,MN10 Harlem (CD 10 Equivalent),"36061021800","4110",5775.54814549000,1958684.88773000007,"42500","0","1",15164894.247381,14925.757219,181970.243
"220","1",Manhattan,"022000","1022000",,Harlem (South),MN1001,MN10,MN10 Harlem (CD 10 Equivalent),"36061022000","4110",5691.51581119000,1882647.55466999998,"89756","0","1",15164894.247381,14925.757219,174906.060
"221.02","1",Manhattan,"022102","1022102",,Harlem (North),MN1002,MN10,MN10 Harlem (CD 10 Equivalent),"36061022102","4110",4893.83957917000,1065533.64290000009,"92375","0","1",15164894.247381,14925.757219,98992.691
"222","1",Manhattan,"022200","1022200",,Harlem (South),MN1001,MN10,MN10 Harlem (CD 10 Equivalent),"36061022200","4110",5772.83230285000,1953119.68039000011,"56705","0","1",15164894.247381,14925.757219,181453.236
"223.01","1",Manhattan,"022301","1022301",,Manhattanville-West Harlem,MN0902,MN09,MN09 Morningside Heights-Hamilton Heights (CD 9 Equivalent),"36061022301","4109",8733.01480272000,2058402.29328000010,"53900","0","1",15164894.247381,14925.757219,172924.405
"224","1",Manhattan,"022400","1022400",,Harlem (North),MN1002,MN10,MN10 Harlem (CD 10 Equivalent),"36061022400","4110",6182.38942395000,2099457.95410000021,"30667","0","1",15164894.247381,14925.757219,195048.706
"225","1",Manhattan,"022500","1022500",,Hamilton Heights-Sugar Hill,MN0903,MN09,MN09 Morningside Heights-Hamilton Heights (CD 9 Equivalent),"36061022500","4109",7396.99274354000,2807019.54711000016,"62782","0","1",15164894.247381,14925.757219,198278.482
"226","1",Manhattan,"022600","1022600",,Harlem (North),MN1002,MN10,MN10 Harlem (CD 10 Equivalent),"36061022600","4110",5681.12205901000,1642680.48658000003,"58596","0","1",15164894.247381,14925.757219,152612.116
"228","1",Manhattan,"022800","1022800",,Harlem (North),MN1002,MN10,MN10 Harlem (CD 10 Equivalent),"36061022800","4110",5758.39249094000,1944083.44002000010,"85050","0","1",15164894.247381,14925.757219,180613.762
"231","1",Manhattan,"023100","1023100",,Hamilton Heights-Sugar Hill,MN0903,MN09,MN09 Morningside Heights-Hamilton Heights (CD 9 Equivalent),"36061023100","4109",5606.71317811000,1962707.27007999993,"64594","0","1",15164894.247381,14925.757219,182344.029
"234","1",Manhattan,"023400","1023400",,Harlem (North),MN1002,MN10,MN10 Harlem (CD 10 Equivalent),"36061023400","4110",5671.30995301000,1167006.62519000005,"71250","0","1",15164894.247381,14925.757219,108419.980
"235.02","1",Manhattan,"023502","1023502",,Harlem (North),MN1002,MN10,MN10 Harlem (CD 10 Equivalent),"36061023502","4110",3399.58440965000,447807.85508100002,"42267","0","1",15164894.247381,14925.757219,41603.296
"243.01","1",Manhattan,"024301","1024301",,Washington Heights (South),MN1201,MN12,MN12 Washington Heights-Inwood (CD 12 Equivalent),"36061024301","4112",4737.70166378000,1129820.01224999991,"72576","0","1",15164894.247381,14925.757219,104959.787
"249","1",Manhattan,"024900","1024900",,Washington Heights (South),MN1201,MN12,MN12 Washington Heights-Inwood (CD 12 Equivalent),"36061024900","4112",3927.82154387000,652856.29944199999,"87917","0","1",15164894.247381,14925.757219,60653.194
"255","1",Manhattan,"025500","1025500",,Washington Heights (South),MN1201,MN12,MN12 Washington Heights-Inwood (CD 12 Equivalent),"36061025500","4112",10781.38140670000,4718124.84312999994,"64761","0","1",15164894.247381,14925.757219,334008.157
"265","1",Manhattan,"026500","1026500",,Washington Heights (North),MN1202,MN12,MN12 Washington Heights-Inwood (CD 12 Equivalent),"36061026500","4112",6222.52766971000,2081505.51832000003,"98086","0","1",15164894.247381,14925.757219,193380.925
"267","1",Manhattan,"026700","1026700",,Washington Heights (North),MN1202,MN12,MN12 Washington Heights-Inwood (CD 12 Equivalent),"36061026700","4112",3868.79308853000,519544.63423800003,"61667","0","1",15164894.247381,14925.757219,48267.961
"269","1",Manhattan,"026900","1026900",,Washington Heights (North),MN1202,MN12,MN12 Washington Heights-Inwood (CD 12 Equivalent),"36061026900","4112",6017.03663476000,1889655.54983999999,"65743","0","1",15164894.247381,14925.757219,175557.238
"271","1",Manhattan,"027100","1027100",,Washington Heights (North),MN1202,MN12,MN12 Washington Heights-Inwood (CD 12 Equivalent),"36061027100","4112",6484.39184968000,2075200.78391000000,"81890","0","1",15164894.247381,14925.757219,192795.199
"293","1",Manhattan,"029300","1029300",,Inwood,MN1203,MN12,MN12 Washington Heights-Inwood (CD 12 Equivalent),"36061029300","4112",5489.62414985000,1690644.73182999995,"43866","0","1",15164894.247381,14925.757219,157068.253
"295","1",Manhattan,"029500","1029500",,Inwood,MN1203,MN12,MN12 Washington Heights-Inwood (CD 12 Equivalent),"36061029500","4112",5236.02362895000,1459956.20925000007,"78209","0","1",15164894.247381,14925.757219,135636.284
"23","2",Bronx,"002300","2002300",,Mott Haven-Port Morris,BX0101,BX01,BX01 Melrose-Mott Haven-Port Morris (CD 1 Approximation),"36005002300","4221",4717.34230537000,1126745.17996999994,"19743","0","1",15164894.247381,14925.757219,104679.485
"25","2",Bronx,"002500","2002500",,Mott Haven-Port Morris,BX0101,BX01,BX01 Melrose-Mott Haven-Port Morris (CD 1 Approximation),"36005002500","4221",5019.28198497000,1372151.25720999995,"27378","0","1",15164894.247381,14925.757219,127478.761
"27.01","2",Bronx,"002701","2002701",,Mott Haven-Port Morris,BX0101,BX01,BX01 Melrose-Mott Haven-Port Morris (CD 1 Approximation),"36005002701","4221",4100.51370609000,875817.56043900002,"21427","0","1",15164894.247381,14925.757219,81367.219
"27.02","2",Bronx,"002702","2002702",,Mott Haven-Port Morris,BX0101,BX01,BX01 Melrose-Mott Haven-Port Morris (CD 1 Approximation),"36005002702","4221",6087.90048070000,1677797.98907999997,"29206","0","1",15164894.247381,14925.757219,155874.657
"39","2",Bronx,"003900","2003900",,Mott Haven-Port Morris,BX0101,BX01,BX01 Melrose-Mott Haven-Port Morris (CD 1 Approximation),"36005003900","4221",7427.77773285000,2326464.74674999993,"20640","0","1",15164894.247381,14925.757219,216138.609
"40.01","2",Bronx,"004001","2004001",,Castle Hill-Unionport,BX0903,BX09,BX09 Soundview-Parkchester (CD 9 Approximation),"36005004001","4209",4916.71564064000,1325276.21781000006,"70536","0","1",15164894.247381,14925.757219,102293.694
"42","2",Bronx,"004200","2004200",,Soundview-Clason Point,BX0902,BX09,BX09 Soundview-Parkchester (CD 9 Approximation),"36005004200","4209",10388.26725310000,5209131.53278999962,"52423","0","1",15164894.247381,14925.757219,10455.088
"44","2",Bronx,"004400","2004400",,Soundview-Bruckner-Bronx River,BX0901,BX09,BX09 Soundview-Parkchester (CD 9 Approximation),"36005004400","4209",8648.84096843000,2870570.35980000021,"17319","0","1",15164894.247381,14925.757219,215063.050
"46","2",Bronx,"004600","2004600",,Soundview-Clason Point,BX0902,BX09,BX09 Soundview-Parkchester (CD 9 Approximation),"36005004600","4209",5344.87564346000,1435084.95727999997,"17083","0","1",15164894.247381,14925.757219,6898.313
"48","2",Bronx,"004800","2004800",,Soundview-Bruckner-Bronx River,BX0901,BX09,BX09 Soundview-Parkchester (CD 9 Approximation),"36005004800","4209",5435.96613838000,1600408.89595000003,"34436","0","1",15164894.247381,14925.757219,148684.939
"50.01","2",Bronx,"005001","2005001",,Soundview-Bruckner-Bronx River,BX0901,BX09,BX09 Soundview-Parkchester (CD 9 Approximation),"36005005001","4209",4206.12179565000,1053604.26778999995,"34087","0","1",15164894.247381,14925.757219,97884.411
"50.02","2",Bronx,"005002","2005002",,Soundview-Bruckner-Bronx River,BX0901,BX09,BX09 Soundview-Parkchester (CD 9 Approximation),"36005005002","4209",4539.78999066000,1226231.42461999995,"36598","0","1",15164894.247381,14925.757219,113922.227
"54","2",Bronx,"005400","2005400",,Soundview-Bruckner-Bronx River,BX0901,BX09,BX09 Soundview-Parkchester (CD 9 Approximation),"36005005400","4209",6397.43689409000,2133456.89397000009,"48750","0","1",15164894.247381,14925.757219,198207.421
"64","2",Bronx,"006400","2006400",,Soundview-Bruckner-Bronx River,BX0901,BX09,BX09 Soundview-Parkchester (CD 9 Approximation),"36005006400","4209",5746.67746943000,1799541.05346999993,"24730","0","1",15164894.247381,14925.757219,165202.824
"65","2",Bronx,"006500","2006500",,Melrose,BX0102,BX01,BX01 Melrose-Mott Haven-Port Morris (CD 1 Approximation),"36005006500","4221",9811.63837771000,2816010.81172000011,"22985","0","1",15164894.247381,14925.757219,261619.595
"68","2",Bronx,"006800","2006800",,Soundview-Bruckner-Bronx River,BX0901,BX09,BX09 Soundview-Parkchester (CD 9 Approximation),"36005006800","4209",5589.02760859000,1674049.11606999999,"29844","0","1",15164894.247381,14925.757219,155526.439
"70","2",Bronx,"007000","2007000",,Soundview-Bruckner-Bronx River,BX0901,BX09,BX09 Soundview-Parkchester (CD 9 Approximation),"36005007000","4209",6251.69253064000,2207823.35061000008,"57905","0","1",15164894.247381,14925.757219,205116.388
"72","2",Bronx,"007200","2007200",,Castle Hill-Unionport,BX0903,BX09,BX09 Soundview-Parkchester (CD 9 Approximation),"36005007200","4209",7438.84795617000,2283208.28335999977,"63449","0","1",15164894.247381,14925.757219,212119.979
"76","2",Bronx,"007600","2007600",,Soundview-Bruckner-Bronx River,BX0901,BX09,BX09 Soundview-Parkchester (CD 9 Approximation),"36005007600","4209",6696.96571114000,2343060.64845999982,"53784","0","1",15164894.247381,14925.757219,217680.529
"79","2",Bronx,"007900","2007900",,Melrose,BX0102,BX01,BX01 Melrose-Mott Haven-Port Morris (CD 1 Approximation),"36005007900","4221",7474.50243197000,2126625.73325000005,"34604","0","1",15164894.247381,14925.757219,197572.730
"85","2",Bronx,"008500","2008500",,Longwood,BX0202,BX02,BX02 Longwood-Hunts Point (CD 2 Approximation),"36005008500","4221",6463.49910239000,1966131.48221999989,"34543","0","1",15164894.247381,14925.757219,182662.122
"87","2",Bronx,"008700","2008700",,Longwood,BX0202,BX02,BX02 Longwood-Hunts Point (CD 2 Approximation),"36005008700","4221",6953.98445711000,2302753.25282000005,"36402","0","1",15164894.247381,14925.757219,213935.755
"92","2",Bronx,"009200","2009200",,Castle Hill-Unionport,BX0903,BX09,BX09 Soundview-Parkchester (CD 9 Approximation),"36005009200","4209",9231.80088386000,3334997.93093999987,"56208","0","1",15164894.247381,14925.757219,309835.816
"119","2",Bronx,"011900","2011900",,Longwood,BX0202,BX02,BX02 Longwood-Hunts Point (CD 2 Approximation),"36005011900","4221",5517.06414125000,1811090.68417000002,"34335","0","1",15164894.247381,14925.757219,168253.276
"121.01","2",Bronx,"012101","2012101",,Crotona Park East,BX0303,BX03,BX03 Morrisania-Crotona Park East (CD 3 Approximation),"36005012101","4263",4426.94578192000,1251776.20203000004,"55000","0","1",15164894.247381,14925.757219,116295.449
"121.02","2",Bronx,"012102","2012102",,Longwood,BX0202,BX02,BX02 Longwood-Hunts Point (CD 2 Approximation),"36005012102","4221",3867.35701223000,555873.81586199999,"43472","0","1",15164894.247381,14925.757219,51643.092
"125","2",Bronx,"012500","2012500",,Crotona Park East,BX0303,BX03,BX03 Morrisania-Crotona Park East (CD 3 Approximation),"36005012500","4263",5707.51688254000,1828803.45513999998,"51875","0","1",15164894.247381,14925.757219,169903.789
"129.01","2",Bronx,"012901","2012901",,Longwood,BX0202,BX02,BX02 Longwood-Hunts Point (CD 2 Approximation),"36005012901","4221",7111.85698351000,1682640.15681999992,"40575","0","1",15164894.247381,14925.757219,156324.570
"131","2",Bronx,"013100","2013100",,Longwood,BX0202,BX02,BX02 Longwood-Hunts Point (CD 2 Approximation),"36005013100","4221",6532.97313075000,2477239.18702000007,"17410","0","1",15164894.247381,14925.757219,222074.144
"133","2",Bronx,"013300","2013300",,Morrisania,BX0301,BX03,BX03 Morrisania-Crotona Park East (CD 3 Approximation),"36005013300","4263",5723.84989947000,1734820.29150000005,"34055","0","1",15164894.247381,14925.757219,158335.197
"135","2",Bronx,"013500","2013500",,Morrisania,BX0301,BX03,BX03 Morrisania-Crotona Park East (CD 3 Approximation),"36005013500","4263",6997.16912518000,1807152.91519000009,"27602","0","1",15164894.247381,14925.757219,58335.264
"149","2",Bronx,"014900","2014900",,Morrisania,BX0301,BX03,BX03 Morrisania-Crotona Park East (CD 3 Approximation),"36005014900","4263",5912.24817584000,1677784.80899999989,"41311","0","1",15164894.247381,14925.757219,1291.489
"153","2",Bronx,"015300","2015300",,Crotona Park East,BX0303,BX03,BX03 Morrisania-Crotona Park East (CD 3 Approximation),"36005015300","4263",7313.93621682000,2522690.15332000004,"38862","0","1",15164894.247381,14925.757219,234368.892
"175","2",Bronx,"017500","2017500",,Concourse-Concourse Village,BX0401,BX04,BX04 Highbridge-Concourse (CD 4 Approximation),"36005017500","4204",5723.65400571000,1631792.14090000000,"26463","0","1",15164894.247381,14925.757219,122889.068
"179.01","2",Bronx,"017901","2017901",,Concourse-Concourse Village,BX0401,BX04,BX04 Highbridge-Concourse (CD 4 Approximation),"36005017901","4204",3668.11664666000,825937.07461600006,"47035","0","1",15164894.247381,14925.757219,76733.149
"179.02","2",Bronx,"017902","2017902",,Mount Eden-Claremont (West),BX0403,BX04,BX04 Highbridge-Concourse (CD 4 Approximation),"36005017902","4204",3696.53392974000,827548.28744099999,"41475","0","1",15164894.247381,14925.757219,76882.839
"181.02","2",Bronx,"018102","2018102",,Concourse-Concourse Village,BX0401,BX04,BX04 Highbridge-Concourse (CD 4 Approximation),"36005018102","4204",4351.40803114000,1040364.56018000003,"33950","0","1",15164894.247381,14925.757219,96654.393
"183.02","2",Bronx,"018302","2018302",,Concourse-Concourse Village,BX0401,BX04,BX04 Highbridge-Concourse (CD 4 Approximation),"36005018302","4204",4627.75120226000,1208595.54425000004,"72540","0","1",15164894.247381,14925.757219,109303.303
"184","2",Bronx,"018400","2018400",,Throgs Neck-Schuylerville,BX1002,BX10,BX10 Co-op City-Throgs Neck (CD 10 Approximation),"36005018400","4210",9097.85650266000,4814309.56575999968,"117819","0","1",15164894.247381,14925.757219,31047.477
