CTLabel,BoroCode,BoroName,CT2020,BoroCT2020,CDEligibil,NTAName,NTA2020,CDTA2020,CDTANAME,GEOID,PUMA,Shape_Leng,Shape_Area,DepArea,NormalArea,GEO_ID_x,S1701_C01_001E,S1701_C01_013E,S1701_C01_014E,S1701_C01_015E,S1701_C01_016E,S1701_C01_017E,S1701_C01_018E,S1701_C01_019E,S1701_C01_020E,S1701_C01_021E,S1701_C01_022E,S1701_C01_023E,S1701_C01_024E,S1701_C01_025E,S1701_C01_026E,S1701_C01_038E,S1701_C01_039E,S1701_C01_040E,S1701_C01_041E,S1701_C01_042E,S1701_C01_043E,S1701_C01_044E,S1701_C01_045E,S1701_C02_001E,S1701_C02_013E,S1701_C02_014E,S1701_C02_015E,S1701_C02_016E,S1701_C02_017E,S1701_C02_018E,S1701_C02_019E,S1701_C02_020E,S1701_C02_021E,S1701_C02_022E,S1701_C02_023E,S1701_C02_024E,S1701_C02_025E,S1701_C02_026E,S1701_C02_038E,S1701_C02_039E,S1701_C02_040E,S1701_C02_041E,S1701_C02_042E,S1701_C02_043E,S1701_C02_044E,S1701_C02_045E,GEO_ID_y,S1901_C01_001E,S1901_C01_002E,S1901_C01_003E,S1901_C01_004E,S1901_C01_005E,S1901_C01_006E,S1901_C01_007E,S1901_C01_008E,S1901_C01_009E,S1901_C01_010E,S1901_C01_011E,S1901_C01_012E,S1901_C01_013E,GEO_ID,S1810_C01_001E,S1810_C01_004E,S1810_C01_005E,S1810_C01_006E,S1810_C01_007E,S1810_C01_008E,S1810_C01_009E,S1810_C01_010E,S1810_C01_011E,S1810_C01_012E,S1810_C01_013E,S1810_C01_014E,S1810_C01_015E,S1810_C01_016E,S1810_C01_017E,S1810_C01_018E,S1810_C01_019E,S1810_C01_029E,S1810_C01_039E,S1810_C01_047E,S1810_C01_048E,S1810_C01_049E,S1810_C01_050E,S1810_C01_051E,S1810_C01_052E,S1810_C01_053E,S1810_C01_054E,S1810_C01_055E,S1810_C01_063E,S1810_C02_001E,S1810_C02_004E,S1810_C02_005E,S1810_C02_006E,S1810_C02_007E,S1810_C02_008E,S1810_C02_009E,S1810_C02_010E,S1810_C02_011E,S1810_C02_012E,S1810_C02_019E,S1810_C02_029E,S1810_C02_039E,S1810_C02_047E,S1810_C02_048E,S1810_C02_049E,S1810_C02_050E,S1810_C02_051E,S1810_C02_052E,S1810_C02_053E,S1810_C02_054E,S1810_C02_055E,S1810_C02_063E,DepRatio,NormalRatio,dep_S1810_C01_001E,nor_S1810_C01_001E,dep_S1810_C02_001E,nor_S1810_C02_001E,dep_S1810_C02_047E,nor_S1810_C02_047E,dep_S1810_C02_004E,nor_S1810_C02_004E,dep_S1810_C02_005E,nor_S1810_C02_005E,dep_S1810_C02_006E,nor_S1810_C02_006E,dep_S1810_C02_007E,nor_S1810_C02_007E,dep_S1810_C02_008E,nor_S1810_C02_008E,dep_S1810_C02_009E,nor_S1810_C02_009E,dep_S1810_C02_010E,nor_S1810_C02_010E,dep_S1810_C02_011E,nor_S1810_C02_011E,dep_S1810_C02_012E,nor_S1810_C02_012E,dep_S1701_C01_001E,nor_S1701_C01_001E,dep_S1701_C02_001E,nor_S1701_C02_001E,dep_S1701_C02_013E,nor_S1701_C02_013E,dep_S1701_C02_014E,nor_S1701_C02_014E,dep_S1701_C02_015E,nor_S1701_C02_015E,dep_S1701_C02_016E,nor_S1701_C02_016E,dep_S1701_C02_017E,nor_S1701_C02_017E,dep_S1701_C02_018E,nor_S1701_C02_018E,dep_S1701_C02_019E,nor_S1701_C02_019E,dep_S1701_C02_020E,nor_S1701_C02_020E,dep_S1701_C02_021E,nor_S1701_C02_021E,dep_S1901_C01_001E,nor_S1901_C01_001E,dep_S1901_C01_002E,nor_S1901_C01_002E,dep_S1901_C01_003E,nor_S1901_C01_003E,dep_S1901_C01_004E,nor_S1901_C01_004E,dep_S1901_C01_005E,nor_S1901_C01_005E,dep_S1901_C01_006E,nor_S1901_C01_006E,dep_S1901_C01_007E,nor_S1901_C01_007E,dep_S1901_C01_008E,nor_S1901_C01_008E,dep_S1901_C01_009E,nor_S1901_C01_009E,dep_S1901_C01_010E,nor_S1901_C01_010E,dep_S1901_C01_011E,nor_S1901_C01_011E,dep_S1901_C01_013E,nor_S1901_C01_013E
146.06,5.0,Staten Island,14606.0,5014606.0,,Great Kills-Eltingville,SI0302,SI03,SI03 South Shore (CD 3 Approximation),36085014606,4503.0,20147.8096252,19044545.8457,4900813.061,5256251.019,1400000US36085014606,6110,5437,49,0,246,0,151,227,1213,4405,4293,276,1267,881,1869,221,469,532,578,578,1467,2539,4005,412,326,2,0,84,0,0,0,83,243,329,0,225,86,18,(X),(X),(X),(X),(X),(X),(X),(X),1400000US36085014606,2230,11.5,3.8,5.0,0.3,5.6,16.8,8.7,21.7,14.0,12.6,92123,104852,1400000US36085014606,6110,5437,49,0,246,0,151,227,4405,1213,310,646,1551,2748,631,224,,,,,646,4299,1551,2748,855,631,224,,,558,533,25,0,0,0,0,0,533,0,33,29,98,410,38,286,0,286,86,59,27,24,379,0.25733420480103164,0.27599770882364155,1572.3119913343032,1686.3460009124499,143.59248627897566,154.00672152359198,105.50702396842297,113.15906061769303,137.15913115894986,147.10677880300094,6.433355120025791,6.899942720591039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.15913115894986,147.10677880300094,0.0,0.0,1572.3119913343032,1686.3460009124499,106.02169237802504,113.71105603534032,83.89095076513631,89.97525307650714,0.5146684096020633,0.5519954176472831,0.0,0.0,21.616073203286657,23.18380754118589,0.0,0.0,0.0,0.0,0.0,0.0,21.358738998485627,22.90780983236225,62.53221176665069,67.0674432441449,573.8552767063005,615.4748906767206,2.959343355211864,3.173973651471878,0.9778699782439202,1.0487912935298378,1.2866710240051582,1.3799885441182078,0.07720026144030949,0.08279931264709246,1.441071546885777,1.5455871694123926,4.323214640657332,4.6367615082371785,2.238807581768975,2.4011800667656815,5.584152244182387,5.989150281473021,3.602678867214443,3.8639679235309816,3.2424109804929984,3.4775711311778834,26982.00604179777,28938.911765576464
146.07,5.0,Staten Island,14607.0,5014607.0,,Great Kills-Eltingville,SI0302,SI03,SI03 South Shore (CD 3 Approximation),36085014607,4503.0,11422.9076594,7353796.252129998,,,1400000US36085014607,4926,4181,4,50,425,0,47,219,448,3987,3494,123,955,907,1509,102,602,619,999,1097,1594,2123,2659,568,567,1,0,0,0,0,0,0,567,190,52,107,10,21,(X),(X),(X),(X),(X),(X),(X),(X),1400000US36085014607,1696,0.6,1.3,3.1,0.8,11.4,14.2,6.6,23.3,19.0,19.7,119500,146473,1400000US36085014607,4926,4181,4,50,425,0,47,219,3987,448,292,841,956,2090,531,216,,,,,841,3046,956,2090,747,531,216,,,445,402,1,0,42,0,0,0,390,12,163,47,70,275,24,82,1,81,169,62,107,125,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.08,5.0,Staten Island,14608.0,5014608.0,,Great Kills-Eltingville,SI0302,SI03,SI03 South Shore (CD 3 Approximation),36085014608,4503.0,9458.9103896,4831070.6802,4298.643,984387.286,1400000US36085014608,3236,2844,0,0,191,0,30,171,267,2754,2517,133,758,789,837,21,290,290,304,304,578,1055,1339,200,172,0,0,19,0,9,0,9,172,101,0,28,37,36,(X),(X),(X),(X),(X),(X),(X),(X),1400000US36085014608,1220,1.0,1.1,6.3,4.3,7.5,7.5,14.6,14.2,22.1,21.3,130272,138333,1400000US36085014608,3236,2844,0,0,191,0,30,171,2754,267,83,533,531,1256,530,303,,,,,533,1787,531,1256,833,530,303,,,178,159,0,0,19,0,0,0,159,0,64,21,51,100,0,27,0,27,73,42,31,21,84,0.0008897909561989769,0.2037617230554051,2.8793635342598893,659.3729358072909,0.1583827902034179,36.26958670386211,0.08897909561989768,20.37617230554051,0.14147676203563733,32.39811396580941,0.0,0.0,0.0,0.0,0.01690602816778056,3.871472738052697,0.0,0.0,0.0,0.0,0.0,0.0,0.14147676203563733,32.39811396580941,0.0,0.0,2.8793635342598893,659.3729358072909,0.17795819123979537,40.75234461108102,0.15304404446622402,35.04701636552968,0.0,0.0,0.0,0.0,0.01690602816778056,3.871472738052697,0.0,0.0,0.008008118605790792,1.833855507498646,0.0,0.0,0.008008118605790792,1.833855507498646,0.15304404446622402,35.04701636552968,1.085544966562752,248.58930212759424,0.0008897909561989769,0.2037617230554051,0.0009787700518188746,0.22413789536094564,0.0056056830240535545,1.283698855249052,0.0038261011116556003,0.8761754091382419,0.006673432171492326,1.5282129229155383,0.006673432171492326,1.5282129229155383,0.012990947960505062,2.9749211566089144,0.012635031578025471,2.893416467386752,0.01966438013199739,4.503134079524453,0.01895254736703821,4.3401247010801285,123.08745234387307,28186.970435423355
147.0,5.0,Staten Island,14700.0,5014700.0,,Westerleigh-Castleton Corners,SI0105,SI01,SI01 North Shore (CD 1 Equivalent),36085014700,4501.0,18387.2191747,17978117.8429,,,1400000US36085014700,3447,2952,148,32,75,0,100,140,258,2900,2877,112,646,942,1177,88,168,195,227,227,588,898,1234,121,86,4,0,31,0,0,0,1,85,121,60,13,30,18,(X),(X),(X),(X),(X),(X),(X),(X),1400000US36085014700,1553,3.9,0.0,0.9,2.4,6.1,23.5,9.6,17.5,15.3,20.9,111004,129848,1400000US36085014700,3447,2952,148,32,75,0,100,140,2900,258,120,306,705,1142,877,297,,,,,306,1847,705,1142,1174,877,297,,,357,325,4,0,21,0,7,0,300,25,79,35,121,199,0,60,4,56,139,76,63,109,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151.0,5.0,Staten Island,15100.0,5015100.0,,Westerleigh-Castleton Corners,SI0105,SI01,SI01 North Shore (CD 1 Equivalent),36085015100,4501.0,14296.7178386,10826458.2832,,,1400000US36085015100,5642,4336,37,7,847,0,91,324,561,4106,3969,402,1309,1077,1181,84,596,1266,1375,1469,1649,2435,3263,96,40,3,0,1,0,0,52,54,40,96,33,51,12,0,(X),(X),(X),(X),(X),(X),(X),(X),1400000US36085015100,1937,2.6,0.6,5.8,4.9,14.3,6.0,7.0,25.7,13.2,19.8,116645,127567,1400000US36085015100,5660,4354,37,7,847,0,91,324,4124,561,218,1071,1113,2556,372,330,,,,,1071,3669,1113,2556,702,372,330,,,447,341,24,0,14,0,0,68,294,117,28,101,133,294,0,92,4,88,202,16,186,149,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154.0,5.0,Staten Island,15400.0,5015400.0,,Great Kills Park,SI9593,SI95,SI95 Great Kills Park-Fort Wadsworth (JIA 95 Approximation),36085015400,4503.0,41465.4301712,23377914.3508,,,1400000US36085015400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(X),(X),(X),(X),(X),(X),(X),(X),1400000US36085015400,0,,,,,,,,,,,,,1400000US36085015400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156.01,5.0,Staten Island,15601.0,5015601.0,,Great Kills-Eltingville,SI0302,SI03,SI03 South Shore (CD 3 Approximation),36085015601,4503.0,15808.1715442,15399913.812699996,2423971.653,5193358.558,1400000US36085015601,6594,5218,123,0,630,0,117,506,1327,4508,4647,245,1438,1196,1768,159,475,555,956,956,1658,2032,2792,200,198,0,0,0,0,0,2,2,198,200,22,81,64,33,(X),(X),(X),(X),(X),(X),(X),(X),1400000US36085015601,2150,4.0,0.9,4.5,2.7,5.3,8.0,11.3,16.8,24.7,21.7,131658,137050,1400000US36085015601,6594,5218,123,0,630,0,117,506,4508,1327,237,792,1973,2560,509,523,,,,,792,4533,1973,2560,1032,509,523,,,477,412,0,0,40,0,25,0,412,25,76,63,193,315,0,119,0,119,196,47,149,53,190,0.1574016375988416,0.33723296254535806,1037.9063983267615,2223.7141550240913,75.08058113464745,160.8601231341358,49.5815158436351,106.22838320178779,64.84947469072274,138.93998056868753,0.0,0.0,0.0,0.0,6.296065503953664,13.489318501814322,0.0,0.0,3.93504093997104,8.43082406363395,0.0,0.0,64.84947469072274,138.93998056868753,3.93504093997104,8.43082406363395,1037.9063983267615,2223.7141550240913,31.48032751976832,67.4465925090716,31.165524244570637,66.77212658398089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3148032751976832,0.6744659250907161,0.3148032751976832,0.6744659250907161,31.165524244570637,66.77212658398089,338.41352083750945,725.0508694725198,0.6296065503953664,1.3489318501814322,0.14166147383895744,0.30350966629082227,0.7083073691947872,1.5175483314541114,0.4249844215168723,0.9105289988724669,0.8342286792738605,1.7873347014903977,1.2592131007907328,2.6978637003628645,1.7786385048669102,3.810732476762546,2.644347511660539,5.665513770762016,3.887820448691387,8.329654174870344,3.4156155358948626,7.31795528723427,21571.894432921243,46217.77751684132
156.02,5.0,Staten Island,15602.0,5015602.0,,Great Kills-Eltingville,SI0302,SI03,SI03 South Shore (CD 3 Approximation),36085015602,4503.0,13474.8757885,9484314.70379,1965068.375,1965068.375,1400000US36085015602,3581,3451,5,0,1,0,24,100,313,3214,2422,96,469,695,1162,273,352,366,395,451,631,1078,1815,345,330,5,0,0,0,10,0,0,330,127,8,0,39,80,(X),(X),(X),(X),(X),(X),(X),(X),1400000US36085015602,1160,5.5,0.6,2.0,6.0,4.2,9.4,8.6,25.2,14.0,24.5,136010,142500,1400000US36085015602,3581,3451,5,0,1,0,24,100,3214,313,174,640,885,1214,331,337,,,,,640,2099,885,1214,668,331,337,,,305,305,0,0,0,0,0,0,283,22,68,64,108,192,0,23,0,23,169,48,121,73,165,0.20719139298643735,0.20719139298643735,741.9523782844321,741.9523782844321,63.19337486086339,63.19337486086339,39.780747453395975,39.780747453395975,63.19337486086339,63.19337486086339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.63516421516177,58.63516421516177,4.558210645701622,4.558210645701622,741.9523782844321,741.9523782844321,71.48103058032089,71.48103058032089,68.37315968552433,68.37315968552433,1.0359569649321867,1.0359569649321867,0.0,0.0,0.0,0.0,0.0,0.0,2.0719139298643734,2.0719139298643734,0.0,0.0,0.0,0.0,68.37315968552433,68.37315968552433,240.34201586426732,240.34201586426732,1.1395526614254055,1.1395526614254055,0.12431483579186241,0.12431483579186241,0.4143827859728747,0.4143827859728747,1.2431483579186242,1.2431483579186242,0.870203850543037,0.870203850543037,1.9475990940725112,1.9475990940725112,1.7818459796833612,1.7818459796833612,5.221223103258221,5.221223103258221,2.900679501810123,2.900679501810123,5.076189128167715,5.076189128167715,29524.773500567324,29524.773500567324
156.03,5.0,Staten Island,15603.0,5015603.0,,Great Kills-Eltingville,SI0302,SI03,SI03 South Shore (CD 3 Approximation),36085015603,4503.0,40923.4968537,10220108.4147,,,1400000US36085015603,4657,3596,0,0,508,0,145,408,805,3320,3406,237,1138,831,1200,86,431,571,642,712,1379,1849,3299,431,277,0,0,94,0,0,60,76,261,344,81,68,67,128,(X),(X),(X),(X),(X),(X),(X),(X),1400000US36085015603,1678,1.5,3.0,4.5,4.1,7.6,13.6,17.2,19.6,18.4,10.4,97262,113080,1400000US36085015603,4657,3596,0,0,508,0,145,408,3320,805,216,682,959,2062,594,144,,,,,682,3021,959,2062,738,594,144,,,468,389,0,0,33,0,0,46,349,86,46,42,200,236,0,189,0,189,47,30,17,133,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169.01,5.0,Staten Island,16901.0,5016901.0,,Westerleigh-Castleton Corners,SI0105,SI01,SI01 North Shore (CD 1 Equivalent),36085016901,4501.0,16200.5102486,8793357.85526,,,1400000US36085016901,3969,2725,18,0,486,0,88,652,799,2553,2537,595,595,519,828,44,229,473,490,553,658,1053,1772,44,37,7,0,0,0,0,0,22,15,44,11,23,10,0,(X),(X),(X),(X),(X),(X),(X),(X),1400000US36085016901,1079,3.6,0.0,0.7,2.9,4.6,5.7,11.9,28.5,7.8,34.3,143880,165790,1400000US36085016901,3986,2742,18,0,486,0,88,652,2553,816,541,542,1160,1255,345,143,,,,,542,2415,1160,1255,488,345,143,,,264,186,10,0,68,0,0,0,178,8,29,42,126,205,0,43,0,43,162,127,35,52,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170.05,5.0,Staten Island,17005.0,5017005.0,,Annadale-Huguenot-Prince's Bay-Woodrow,SI0304,SI03,SI03 South Shore (CD 3 Approximation),36085017005,4503.0,18208.1468722,14951406.8067,14093859.79,14093859.79,1400000US36085017005,4809,4067,32,0,518,0,65,127,209,3923,3343,297,912,662,1472,92,248,305,366,387,1345,1753,2211,180,150,12,0,18,0,0,0,0,150,135,38,44,9,44,(X),(X),(X),(X),(X),(X),(X),(X),1400000US36085017005,1734,4.2,0.6,4.0,5.7,3.2,12.1,16.6,16.5,14.5,22.6,113529,132345,1400000US36085017005,4809,4067,32,0,518,0,65,127,3923,209,313,829,787,2068,539,273,,,,,829,2855,787,2068,812,539,273,,,304,255,12,0,37,0,0,0,236,19,173,96,113,191,0,17,0,17,174,53,121,55,126,0.942644392745991,0.942644392745991,4533.176884715471,4533.176884715471,286.56389539478124,286.56389539478124,180.0450790144843,180.0450790144843,240.3743201502277,240.3743201502277,11.311732712951892,11.311732712951892,0.0,0.0,34.877842531601665,34.877842531601665,0.0,0.0,0.0,0.0,0.0,0.0,222.46407668805386,222.46407668805386,17.910243462173828,17.910243462173828,4533.176884715471,4533.176884715471,169.67599069427837,169.67599069427837,141.39665891189864,141.39665891189864,11.311732712951892,11.311732712951892,0.0,0.0,16.967599069427838,16.967599069427838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.39665891189864,141.39665891189864,1634.5453770215483,1634.5453770215483,3.9591064495331625,3.9591064495331625,0.5655866356475946,0.5655866356475946,3.770577570983964,3.770577570983964,5.373073038652149,5.373073038652149,3.016462056787171,3.016462056787171,11.40599715222649,11.40599715222649,15.647896919583452,15.647896919583452,15.55363248030885,15.55363248030885,13.668343694816869,13.668343694816869,21.3037632760594,21.3037632760594,124754.27215796818,124754.27215796818
170.07,5.0,Staten Island,17007.0,5017007.0,,Arden Heights-Rossville,SI0303,SI03,SI03 South Shore (CD 3 Approximation),36085017007,4503.0,15901.2102084,15731555.5772,,,1400000US36085017007,6466,4741,16,17,719,0,66,907,1464,4160,4142,210,1450,872,1610,380,611,611,944,1812,2568,3464,4109,536,406,16,0,93,0,0,21,21,406,249,52,10,26,161,(X),(X),(X),(X),(X),(X),(X),(X),1400000US36085017007,1900,2.8,2.6,1.6,4.2,5.6,20.3,12.7,18.6,15.9,15.7,100182,118664,1400000US36085017007,6460,4741,16,17,719,0,60,907,4160,1464,624,1346,1291,2630,405,164,,,,,1346,3921,1291,2630,569,405,164,,,456,428,16,0,12,0,0,0,413,15,41,45,168,348,0,239,12,227,109,70,39,35,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170.09,5.0,Staten Island,17009.0,5017009.0,,Annadale-Huguenot-Prince's Bay-Woodrow,SI0304,SI03,SI03 South Shore (CD 3 Approximation),36085017009,4503.0,14853.8443423,12741940.4018,2634943.347,2634943.347,1400000US36085017009,5028,4136,128,0,484,0,83,197,480,3918,3335,324,1199,549,1263,57,152,344,366,777,1783,2472,2908,68,68,0,0,0,0,0,0,0,68,54,0,46,8,0,(X),(X),(X),(X),(X),(X),(X),(X),1400000US36085017009,1621,1.4,0.0,2.7,6.8,5.5,17.3,19.7,16.0,13.2,17.5,93977,128824,1400000US36085017009,5028,4136,128,0,484,0,83,197,3918,480,292,970,687,2037,609,433,,,,,970,2724,687,2037,1042,609,433,,,243,215,0,0,28,0,0,0,209,6,62,85,44,130,0,53,9,44,77,29,48,26,64,0.2067929423549786,0.2067929423549786,1039.7549141608324,1039.7549141608324,50.2506849922598,50.2506849922598,26.88308250614722,26.88308250614722,44.460482606320404,44.460482606320404,0.0,0.0,0.0,0.0,5.790202385939401,5.790202385939401,0.0,0.0,0.0,0.0,0.0,0.0,43.21972495219053,43.21972495219053,1.2407576541298717,1.2407576541298717,1039.7549141608324,1039.7549141608324,14.061920080138545,14.061920080138545,14.061920080138545,14.061920080138545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.061920080138545,14.061920080138545,335.21135955742034,335.21135955742034,0.28951011929697,0.28951011929697,0.0,0.0,0.5583409443584423,0.5583409443584423,1.4061920080138546,1.4061920080138546,1.1373611829523824,1.1373611829523824,3.57751790274113,3.57751790274113,4.073820964393079,4.073820964393079,3.3086870776796578,3.3086870776796578,2.7296668390857173,2.7296668390857173,3.618876491212126,3.618876491212126,26639.894005937764,26639.894005937764
170.11,5.0,Staten Island,17011.0,5017011.0,,Great Kills-Eltingville,SI0302,SI03,SI03 South Shore (CD 3 Approximation),36085017011,4503.0,11443.3542243,7745150.21343,5836474.131,5836474.131,1400000US36085017011,4776,4291,22,0,257,0,87,119,535,3859,3375,280,1079,797,1219,267,476,647,986,1028,1361,1520,1983,464,448,4,0,0,0,12,0,159,292,330,61,89,155,25,(X),(X),(X),(X),(X),(X),(X),(X),1400000US36085017011,1729,6.7,2.4,4.0,4.3,6.6,6.2,9.5,20.0,23.6,16.7,126607,128039,1400000US36085017011,4801,4308,22,0,257,0,95,119,3876,535,202,765,913,2119,466,336,,,,,765,3032,913,2119,802,466,336,,,469,397,0,0,35,0,3,34,397,25,116,15,172,169,0,74,1,73,95,43,52,107,144,0.753565001344922,0.753565001344922,3617.8655714569704,3617.8655714569704,353.4219856307684,353.4219856307684,127.35248522729182,127.35248522729182,299.16530553393403,299.16530553393403,0.0,0.0,0.0,0.0,26.37477504707227,26.37477504707227,0.0,0.0,2.260695004034766,2.260695004034766,25.62121004572735,25.62121004572735,299.16530553393403,299.16530553393403,18.83912503362305,18.83912503362305,3599.0264464233474,3599.0264464233474,349.6541606240438,349.6541606240438,337.597120602525,337.597120602525,3.014260005379688,3.014260005379688,0.0,0.0,0.0,0.0,0.0,0.0,9.042780016139064,9.042780016139064,0.0,0.0,119.8168352138426,119.8168352138426,220.04098039271722,220.04098039271722,1302.91388732537,1302.91388732537,5.048885509010978,5.048885509010978,1.8085560032278127,1.8085560032278127,3.014260005379688,3.014260005379688,3.2403295057831643,3.2403295057831643,4.9735290088764845,4.9735290088764845,4.672103008338516,4.672103008338516,7.158867512776759,7.158867512776759,15.07130002689844,15.07130002689844,17.78413403174016,17.78413403174016,12.584535522460197,12.584535522460197,96485.70920720247,96485.70920720247
170.12,5.0,Staten Island,17012.0,5017012.0,,Great Kills-Eltingville,SI0302,SI03,SI03 South Shore (CD 3 Approximation),36085017012,4503.0,15883.5403997,9897844.43879,603801.418,603801.418,1400000US36085017012,4640,3775,42,0,288,0,71,464,792,3470,3538,276,1076,778,1408,120,278,380,593,867,1233,1829,2182,263,248,0,0,2,0,13,0,13,248,263,41,87,74,61,(X),(X),(X),(X),(X),(X),(X),(X),1400000US36085017012,1608,3.0,3.2,2.1,6.5,4.8,15.3,11.1,15.5,16.9,21.6,107891,136326,1400000US36085017012,4640,3775,42,0,288,0,71,464,3470,792,227,622,796,1919,547,529,,,,,622,2715,796,1919,1076,547,529,,,360,340,0,0,10,0,0,10,322,18,62,9,112,225,0,62,0,62,163,18,145,69,274,0.06100332468690668,0.06100332468690668,283.055426547247,283.055426547247,21.961196887286405,21.961196887286405,13.725748054554003,13.725748054554003,20.74113039354827,20.74113039354827,0.0,0.0,0.0,0.0,0.6100332468690668,0.6100332468690668,0.0,0.0,0.0,0.0,0.6100332468690668,0.6100332468690668,19.643070549183953,19.643070549183953,1.0980598443643204,1.0980598443643204,283.055426547247,283.055426547247,16.04387439265646,16.04387439265646,15.128824522352858,15.128824522352858,0.0,0.0,0.0,0.0,0.12200664937381336,0.12200664937381336,0.0,0.0,0.7930432209297869,0.7930432209297869,0.0,0.0,0.7930432209297869,0.7930432209297869,15.128824522352858,15.128824522352858,98.09334609654594,98.09334609654594,0.18300997406072006,0.18300997406072006,0.1952106389981014,0.1952106389981014,0.12810698184250405,0.12810698184250405,0.3965216104648934,0.3965216104648934,0.2928159584971521,0.2928159584971521,0.9333508677096722,0.9333508677096722,0.6771369040246642,0.6771369040246642,0.9455515326470536,0.9455515326470536,1.0309561872087227,1.0309561872087227,1.3176718132371845,1.3176718132371845,8316.33924126724,8316.33924126724
170.13,5.0,Staten Island,17013.0,5017013.0,,Arden Heights-Rossville,SI0303,SI03,SI03 South Shore (CD 3 Approximation),36085017013,4503.0,10849.2852196,5970920.217,,,1400000US36085017013,4468,3376,92,0,581,0,356,63,749,3031,3095,412,1042,817,824,73,600,826,928,987,1294,3120,3344,124,66,0,0,0,0,58,0,58,66,109,0,73,29,7,(X),(X),(X),(X),(X),(X),(X),(X),1400000US36085017013,1319,1.1,0.0,4.2,6.2,7.4,17.3,16.4,18.7,13.3,15.3,91849,149636,1400000US36085017013,4468,3376,92,0,581,0,356,63,3031,749,3,846,1091,1573,652,303,,,,,846,2664,1091,1573,955,652,303,,,358,336,0,0,0,0,0,22,336,22,124,22,239,282,0,185,55,130,97,58,39,240,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170.14,5.0,Staten Island,17014.0,5017014.0,,Arden Heights-Rossville,SI0303,SI03,SI03 South Shore (CD 3 Approximation),36085017014,4503.0,10590.946708,5985826.81554,,,1400000US36085017014,4143,3567,53,0,228,0,0,295,875,2890,2958,203,804,673,1278,167,332,423,552,552,1443,1918,2446,275,108,0,0,0,0,0,167,167,108,129,94,35,0,0,(X),(X),(X),(X),(X),(X),(X),(X),1400000US36085017014,1632,3.2,2.6,5.0,9.0,9.7,7.4,12.2,27.0,9.2,14.7,100487,108196,1400000US36085017014,4159,3583,53,0,228,0,0,295,2906,875,88,777,908,1656,611,119,,,,,777,2564,908,1656,730,611,119,,,388,388,0,0,0,0,0,0,388,0,86,36,45,211,0,157,38,119,54,18,36,46,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170.15,5.0,Staten Island,17015.0,5017015.0,,Arden Heights-Rossville,SI0303,SI03,SI03 South Shore (CD 3 Approximation),36085017015,4503.0,10249.0904835,4928554.88647,,,1400000US36085017015,2812,2686,0,0,0,0,63,63,182,2630,1999,98,333,754,814,38,279,279,288,288,655,849,1155,38,38,0,0,0,0,0,0,0,38,29,14,0,0,15,(X),(X),(X),(X),(X),(X),(X),(X),1400000US36085017015,1054,1.3,0.0,0.9,4.4,12.0,8.3,8.0,36.3,6.5,22.4,113463,133807,1400000US36085017015,2812,2686,0,0,0,0,63,63,2630,182,389,226,582,1111,247,257,,,,,226,1693,582,1111,504,247,257,,,360,317,0,0,0,0,34,9,317,43,29,0,0,163,0,43,0,43,120,40,80,37,239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
