CTLabel,BoroCode,BoroName,CT2020,BoroCT2020,CDEligibil,NTAName,NTA2020,CDTA2020,CDTANAME,GEOID,PUMA,Shape_Leng,Shape_Area,DepArea,NormalArea,GEO_ID_x,S1701_C01_001E,S1701_C01_013E,S1701_C01_014E,S1701_C01_015E,S1701_C01_016E,S1701_C01_017E,S1701_C01_018E,S1701_C01_019E,S1701_C01_020E,S1701_C01_021E,S1701_C01_022E,S1701_C01_023E,S1701_C01_024E,S1701_C01_025E,S1701_C01_026E,S1701_C01_038E,S1701_C01_039E,S1701_C01_040E,S1701_C01_041E,S1701_C01_042E,S1701_C01_043E,S1701_C01_044E,S1701_C01_045E,S1701_C02_001E,S1701_C02_013E,S1701_C02_014E,S1701_C02_015E,S1701_C02_016E,S1701_C02_017E,S1701_C02_018E,S1701_C02_019E,S1701_C02_020E,S1701_C02_021E,S1701_C02_022E,S1701_C02_023E,S1701_C02_024E,S1701_C02_025E,S1701_C02_026E,S1701_C02_038E,S1701_C02_039E,S1701_C02_040E,S1701_C02_041E,S1701_C02_042E,S1701_C02_043E,S1701_C02_044E,S1701_C02_045E,GEO_ID_y,S1901_C01_001E,S1901_C01_002E,S1901_C01_003E,S1901_C01_004E,S1901_C01_005E,S1901_C01_006E,S1901_C01_007E,S1901_C01_008E,S1901_C01_009E,S1901_C01_010E,S1901_C01_011E,S1901_C01_012E,S1901_C01_013E,GEO_ID,S1810_C01_001E,S1810_C01_004E,S1810_C01_005E,S1810_C01_006E,S1810_C01_007E,S1810_C01_008E,S1810_C01_009E,S1810_C01_010E,S1810_C01_011E,S1810_C01_012E,S1810_C01_013E,S1810_C01_014E,S1810_C01_015E,S1810_C01_016E,S1810_C01_017E,S1810_C01_018E,S1810_C01_019E,S1810_C01_029E,S1810_C01_039E,S1810_C01_047E,S1810_C01_048E,S1810_C01_049E,S1810_C01_050E,S1810_C01_051E,S1810_C01_052E,S1810_C01_053E,S1810_C01_054E,S1810_C01_055E,S1810_C01_063E,S1810_C02_001E,S1810_C02_004E,S1810_C02_005E,S1810_C02_006E,S1810_C02_007E,S1810_C02_008E,S1810_C02_009E,S1810_C02_010E,S1810_C02_011E,S1810_C02_012E,S1810_C02_019E,S1810_C02_029E,S1810_C02_039E,S1810_C02_047E,S1810_C02_048E,S1810_C02_049E,S1810_C02_050E,S1810_C02_051E,S1810_C02_052E,S1810_C02_053E,S1810_C02_054E,S1810_C02_055E,S1810_C02_063E,DepRatio,NormalRatio,dep_S1810_C01_001E,nor_S1810_C01_001E,dep_S1810_C02_001E,nor_S1810_C02_001E,dep_S1810_C02_047E,nor_S1810_C02_047E,dep_S1810_C02_004E,nor_S1810_C02_004E,dep_S1810_C02_005E,nor_S1810_C02_005E,dep_S1810_C02_006E,nor_S1810_C02_006E,dep_S1810_C02_007E,nor_S1810_C02_007E,dep_S1810_C02_008E,nor_S1810_C02_008E,dep_S1810_C02_009E,nor_S1810_C02_009E,dep_S1810_C02_010E,nor_S1810_C02_010E,dep_S1810_C02_011E,nor_S1810_C02_011E,dep_S1810_C02_012E,nor_S1810_C02_012E,dep_S1701_C01_001E,nor_S1701_C01_001E,dep_S1701_C02_001E,nor_S1701_C02_001E,dep_S1701_C02_013E,nor_S1701_C02_013E,dep_S1701_C02_014E,nor_S1701_C02_014E,dep_S1701_C02_015E,nor_S1701_C02_015E,dep_S1701_C02_016E,nor_S1701_C02_016E,dep_S1701_C02_017E,nor_S1701_C02_017E,dep_S1701_C02_018E,nor_S1701_C02_018E,dep_S1701_C02_019E,nor_S1701_C02_019E,dep_S1701_C02_020E,nor_S1701_C02_020E,dep_S1701_C02_021E,nor_S1701_C02_021E,dep_S1901_C01_001E,nor_S1901_C01_001E,dep_S1901_C01_002E,nor_S1901_C01_002E,dep_S1901_C01_003E,nor_S1901_C01_003E,dep_S1901_C01_004E,nor_S1901_C01_004E,dep_S1901_C01_005E,nor_S1901_C01_005E,dep_S1901_C01_006E,nor_S1901_C01_006E,dep_S1901_C01_007E,nor_S1901_C01_007E,dep_S1901_C01_008E,nor_S1901_C01_008E,dep_S1901_C01_009E,nor_S1901_C01_009E,dep_S1901_C01_010E,nor_S1901_C01_010E,dep_S1901_C01_011E,nor_S1901_C01_011E,dep_S1901_C01_013E,nor_S1901_C01_013E
1.0,2.0,Bronx,100.0,2000100.0,,Rikers Island,QN0151,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),36005000100,4221.0,18897.4878746,18163734.8663,,,1400000US36005000100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(X),(X),(X),(X),(X),(X),(X),(X),1400000US36005000100,0,,,,,,,,,,,,,1400000US36005000100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,2.0,Bronx,200.0,2000200.0,,Soundview-Clason Point,BX0902,BX09,BX09 Soundview-Parkchester (CD 9 Approximation),36005000200,4209.0,15251.7354139,4877012.54236,,,1400000US36005000200,4870,750,1473,0,299,0,1857,491,3109,83,3583,531,1089,803,1160,347,747,910,1305,1330,2024,2942,3281,688,50,451,0,0,0,187,0,276,2,337,42,169,27,99,(X),(X),(X),(X),(X),(X),(X),(X),1400000US36005000200,1425,2.5,0.0,6.0,11.7,5.0,9.1,15.4,27.9,8.4,14.0,115064,116980,1400000US36005000200,4870,750,1473,0,299,0,1857,491,83,3109,224,598,1230,2006,418,394,,,,,598,3236,1230,2006,812,418,394,,,790,111,346,0,19,0,268,46,14,339,208,149,294,298,14,174,20,154,110,36,74,187,321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,2.0,Bronx,400.0,2000400.0,,Soundview-Clason Point,BX0902,BX09,BX09 Soundview-Parkchester (CD 9 Approximation),36005000400,4209.0,24785.5257249,8557952.85498,,,1400000US36005000400,6257,790,1897,0,192,0,2445,933,4212,283,4566,892,878,1257,1539,155,462,648,962,1143,1498,3381,4355,378,56,201,0,0,0,120,1,198,30,252,50,34,56,112,(X),(X),(X),(X),(X),(X),(X),(X),1400000US36005000400,2309,2.7,4.9,4.5,0.4,10.9,18.3,7.9,17.9,20.9,11.7,100553,110908,1400000US36005000400,6257,790,1897,0,192,0,2445,933,283,4212,256,1127,1626,2420,637,191,,,,,1127,4046,1626,2420,828,637,191,,,883,64,220,0,0,0,534,65,38,703,89,280,407,344,0,212,0,212,132,19,113,201,372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.0,2.0,Bronx,1600.0,2001600.0,,Soundview-Clason Point,BX0902,BX09,BX09 Soundview-Parkchester (CD 9 Approximation),36005001600,4209.0,9671.30641531,5221330.10829,,,1400000US36005001600,5961,485,2190,213,118,0,2370,585,3469,40,3953,1098,1001,1082,772,376,1574,1883,2792,3014,3960,4773,5002,893,116,332,213,24,0,171,37,281,9,680,221,152,286,21,(X),(X),(X),(X),(X),(X),(X),(X),1400000US36005001600,2205,7.4,7.5,15.4,10.2,14.6,23.0,2.6,11.7,2.6,4.9,41362,74747,1400000US36005001600,5985,485,2190,213,142,0,2370,585,40,3469,301,899,1411,2250,669,455,,,,,899,3661,1411,2250,1124,669,455,,,1268,77,419,196,28,0,470,78,9,631,135,361,400,643,0,239,0,239,404,327,77,158,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.01,2.0,Bronx,1901.0,2001901.0,,Mott Haven-Port Morris,BX0101,BX01,BX01 Melrose-Mott Haven-Port Morris (CD 1 Approximation),36005001901,4221.0,6151.0125735,2232573.69174,1715433.235,1858956.111,1400000US36005001901,2178,464,1124,34,0,0,455,101,842,304,1466,246,408,365,447,323,776,870,1215,1217,1458,1752,1856,623,109,320,0,0,0,169,25,239,75,374,193,57,88,36,(X),(X),(X),(X),(X),(X),(X),(X),1400000US36005001901,940,8.9,8.7,6.7,13.6,12.2,12.6,13.2,10.6,5.9,7.6,49500,78508,1400000US36005001901,2178,464,1124,34,0,0,455,101,304,842,191,283,734,951,15,4,,,,,283,1685,734,951,19,15,4,,,429,77,211,0,0,0,141,0,37,181,115,147,192,178,31,132,11,121,15,15,0,62,119,0.7683657840037716,0.8326516243910346,1673.5006775602146,1813.5152379236733,329.628921337618,357.2075468637538,136.76910955267135,148.21198914160416,59.16416536829042,64.11417507810967,162.12518042479581,175.6894927465083,0.0,0.0,0.0,0.0,0.0,0.0,108.3395755445318,117.40387903913587,0.0,0.0,28.42953400813955,30.80811010246828,139.07420690468265,150.70994401477725,1673.5006775602146,1813.5152379236733,478.69188343434973,518.7419619956146,83.75187045641111,90.75902705862276,245.8770508812069,266.44851980513107,0.0,0.0,0.0,0.0,0.0,0.0,129.85381749663742,140.71812452208485,19.20914460009429,20.816290609775866,183.63942237690142,199.00373822945727,57.62743380028287,62.448871829327594,722.2638369635454,782.6925269275725,6.838455477633568,7.410599457080208,6.684782320832813,7.244069132202,5.14805075282527,5.578765883419932,10.449774662451293,11.32406209171807,9.374062564846014,10.15834981757062,9.681408878447522,10.491410467327036,10.142428348849785,10.991001441961656,8.14467731043998,8.826107218544966,4.533358125622253,4.912644583907104,5.839579958428664,6.328152345371863,60322.8609705681,65369.81372769134
19.02,2.0,Bronx,1902.0,2001902.0,,Mott Haven-Port Morris,BX0101,BX01,BX01 Melrose-Mott Haven-Port Morris (CD 1 Approximation),36005001902,4221.0,14105.2089661,5059222.39755,5057456.226,5059222.398,1400000US36005001902,1814,254,387,29,27,342,532,243,859,202,1331,521,285,379,146,369,710,752,766,1029,1169,1204,1224,586,32,188,10,9,0,203,144,357,0,435,221,164,50,0,(X),(X),(X),(X),(X),(X),(X),(X),1400000US36005001902,468,9.6,3.6,6.0,6.8,7.5,24.4,1.1,7.7,23.5,9.8,67375,106208,1400000US36005001902,1883,254,426,29,27,342,549,256,202,876,123,223,582,872,37,46,,,,,223,1454,582,872,83,37,46,,,285,46,81,17,0,0,108,33,16,194,94,84,114,221,0,187,20,167,34,0,34,70,97,0.9996509005907992,1.0000000000889464,1882.342645812475,1883.0000001674862,284.9005066683778,285.0000000253497,220.92284903056662,221.00000001965716,45.98394142717676,46.00000000409153,80.97172294785473,81.00000000720466,16.994065310043588,17.00000000151209,0.0,0.0,0.0,0.0,107.9622972638063,108.00000000960621,32.988479719496375,33.00000000293523,15.994414409452787,16.000000001423142,193.93227471461503,194.00000001725562,1813.3667336717097,1814.0000001613487,585.7954277462084,586.0000000521226,31.988828818905574,32.000000002846285,187.93436931107024,188.0000000167219,9.996509005907992,10.000000000889465,8.996858105317193,9.000000000800517,0.0,0.0,202.92913281993225,203.0000000180561,143.94972968507508,144.00000001280827,356.87537151091533,357.00000003175387,0.0,0.0,467.83662147649403,468.0000000416269,9.596648645671673,9.600000000853885,3.598743242126877,3.600000000320207,5.997905403544795,6.000000000533678,6.797626124017435,6.800000000604835,7.497381754430994,7.500000000667098,24.3914819744155,24.40000000217029,1.0996159906498792,1.1000000000978412,7.697311934549154,7.700000000684888,23.49179616388378,23.50000000209024,9.796578825789833,9.800000000871675,106170.9228499476,106208.00000944683
19.03,2.0,Bronx,1903.0,2001903.0,,Mott Haven-Port Morris,BX0101,BX01,BX01 Melrose-Mott Haven-Port Morris (CD 1 Approximation),36005001903,4221.0,23569.1868757,9738246.5445,,,1400000US36005001903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(X),(X),(X),(X),(X),(X),(X),(X),1400000US36005001903,0,,,,,,,,,,,,,1400000US36005001903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.04,2.0,Bronx,1904.0,2001904.0,,North & South Brother Islands,BX0291,BX02,BX02 Longwood-Hunts Point (CD 2 Approximation),36005001904,4221.0,6884.55141715,930649.175315,,,1400000US36005001904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(X),(X),(X),(X),(X),(X),(X),(X),1400000US36005001904,0,,,,,,,,,,,,,1400000US36005001904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.01,2.0,Bronx,2001.0,2002001.0,,Soundview-Clason Point,BX0902,BX09,BX09 Soundview-Parkchester (CD 9 Approximation),36005002001,4209.0,6477.90108128,2131637.85734,,,1400000US36005002001,4461,565,2106,20,0,0,1356,414,2309,27,2474,819,962,575,118,1396,2140,2251,2751,2923,3741,3937,4173,1847,451,573,20,0,0,639,164,1030,0,759,379,197,180,3,(X),(X),(X),(X),(X),(X),(X),(X),1400000US36005002001,1774,20.3,19.4,10.9,14.9,7.4,14.8,7.8,4.4,0.0,0.0,24684,34809,1400000US36005002001,4461,565,2106,20,0,0,1356,414,27,2309,233,1118,1166,1382,124,438,,,,,1118,2548,1166,1382,562,124,438,,,968,53,602,0,0,0,214,99,0,336,180,421,484,684,0,375,181,194,309,33,276,385,561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.02,2.0,Bronx,2002.0,2002002.0,,Soundview-Clason Point,BX0902,BX09,BX09 Soundview-Parkchester (CD 9 Approximation),36005002002,4209.0,7147.29293473,2205268.54957,,,1400000US36005002002,3747,698,991,25,0,0,1560,473,2837,15,2822,1242,735,605,240,459,1452,1598,1631,1631,2393,2971,3077,1307,555,165,0,0,0,578,9,1157,7,994,761,80,7,146,(X),(X),(X),(X),(X),(X),(X),(X),1400000US36005002002,1868,8.1,33.1,13.9,0.0,4.0,7.0,14.2,11.7,2.2,5.8,,83913,1400000US36005002002,3915,698,1146,25,0,0,1573,473,15,2850,164,524,900,1436,435,456,,,,,524,2336,900,1436,891,435,456,,,842,0,300,25,0,0,517,0,0,542,298,231,394,375,0,72,0,72,303,39,264,358,381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.0,2.0,Bronx,2300.0,2002300.0,,Mott Haven-Port Morris,BX0101,BX01,BX01 Melrose-Mott Haven-Port Morris (CD 1 Approximation),36005002300,4221.0,4717.34230537,1126745.17997,1126745.18,1126745.18,1400000US36005002300,4527,490,1935,178,0,0,1542,382,2972,7,2666,1030,643,841,152,1345,2852,3090,3304,3422,3997,4053,4388,2141,197,1322,3,0,0,468,151,1057,6,1134,453,329,336,16,(X),(X),(X),(X),(X),(X),(X),(X),1400000US36005002300,1923,31.4,13.0,12.6,8.2,12.9,13.1,1.5,5.6,1.0,0.8,19743,31875,1400000US36005002300,4528,490,1936,178,0,0,1542,382,7,2972,263,958,1131,1599,301,276,,,,,958,2730,1131,1599,577,301,276,,,1138,178,366,58,0,0,420,116,1,881,144,399,551,717,0,402,65,337,315,78,237,358,470,1.0000000000266254,1.0000000000266254,4528.00000012056,4528.00000012056,1138.0000000302996,1138.0000000302996,717.0000000190904,717.0000000190904,178.00000000473932,178.00000000473932,366.0000000097449,366.0000000097449,58.00000000154427,58.00000000154427,0.0,0.0,0.0,0.0,420.00000001118264,420.00000001118264,116.00000000308854,116.00000000308854,1.0000000000266254,1.0000000000266254,881.000000023457,881.000000023457,4527.000000120533,4527.000000120533,2141.000000057005,2141.000000057005,197.0000000052452,197.0000000052452,1322.0000000351988,1322.0000000351988,3.000000000079876,3.000000000079876,0.0,0.0,0.0,0.0,468.00000001246065,468.00000001246065,151.00000000402042,151.00000000402042,1057.000000028143,1057.000000028143,6.000000000159752,6.000000000159752,1923.0000000512007,1923.0000000512007,31.400000000836034,31.400000000836034,13.00000000034613,13.00000000034613,12.600000000335479,12.600000000335479,8.200000000218328,8.200000000218328,12.900000000343468,12.900000000343468,13.100000000348793,13.100000000348793,1.500000000039938,1.500000000039938,5.600000000149102,5.600000000149102,1.0000000000266254,1.0000000000266254,0.8000000000213003,0.8000000000213003,31875.000000848682,31875.000000848682
24.0,2.0,Bronx,2400.0,2002400.0,,Soundview Park,BX0991,BX09,BX09 Soundview-Parkchester (CD 9 Approximation),36005002400,4209.0,18348.8724794,7798457.59029,,,1400000US36005002400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(X),(X),(X),(X),(X),(X),(X),(X),1400000US36005002400,0,,,,,,,,,,,,,1400000US36005002400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.0,2.0,Bronx,2500.0,2002500.0,,Mott Haven-Port Morris,BX0101,BX01,BX01 Melrose-Mott Haven-Port Morris (CD 1 Approximation),36005002500,4221.0,5019.28198497,1372151.25721,1372151.257,1372151.257,1400000US36005002500,5606,1051,1544,103,0,0,2263,645,4128,305,3462,1296,1139,614,413,1596,2740,2910,3322,3693,4632,5212,5440,2494,352,683,103,0,0,995,361,1816,241,1373,735,449,150,39,(X),(X),(X),(X),(X),(X),(X),(X),1400000US36005002500,1944,22.6,8.6,10.7,12.9,13.8,17.3,4.1,6.2,3.6,0.0,27378,40658,1400000US36005002500,5642,1051,1562,103,0,0,2281,645,305,4146,428,882,1651,2107,333,241,,,,,882,3758,1651,2107,574,333,241,,,1134,246,399,0,0,0,361,128,24,931,68,281,443,787,0,524,21,503,263,107,156,266,568,0.9999999998469556,0.9999999998469556,5641.999999136524,5641.999999136524,1133.9999998264477,1133.9999998264477,786.9999998795541,786.9999998795541,245.9999999623511,245.9999999623511,398.9999999389353,398.9999999389353,0.0,0.0,0.0,0.0,0.0,0.0,360.999999944751,360.999999944751,127.99999998041032,127.99999998041032,23.999999996326935,23.999999996326935,930.9999998575157,930.9999998575157,5605.999999142034,5605.999999142034,2493.9999996183074,2493.9999996183074,351.9999999461284,351.9999999461284,682.9999998954708,682.9999998954708,102.99999998423642,102.99999998423642,0.0,0.0,0.0,0.0,994.9999998477209,994.9999998477209,360.999999944751,360.999999944751,1815.9999997220714,1815.9999997220714,240.99999996311632,240.99999996311632,1943.9999997024818,1943.9999997024818,22.5999999965412,22.5999999965412,8.599999998683819,8.599999998683819,10.699999998362424,10.699999998362424,12.899999998025729,12.899999998025729,13.799999997887989,13.799999997887989,17.299999997352334,17.299999997352334,4.099999999372518,4.099999999372518,6.199999999051125,6.199999999051125,3.5999999994490404,3.5999999994490404,0.0,0.0,40657.99999377752,40657.99999377752
27.01,2.0,Bronx,2701.0,2002701.0,,Mott Haven-Port Morris,BX0101,BX01,BX01 Melrose-Mott Haven-Port Morris (CD 1 Approximation),36005002701,4221.0,4100.51370609,875817.560439,875817.56,875817.56,1400000US36005002701,3270,177,1177,0,16,0,1732,168,2386,16,2012,960,587,327,138,839,2070,2247,2332,2431,2901,3150,3172,1806,29,937,0,16,0,760,64,1106,5,863,456,334,36,37,(X),(X),(X),(X),(X),(X),(X),(X),1400000US36005002701,1159,18.1,18.7,19.1,10.7,12.4,7.9,5.6,7.4,0.0,0.0,21427,34001,1400000US36005002701,3335,177,1242,0,16,0,1732,168,16,2386,394,827,649,1053,232,180,,,,,827,1702,649,1053,412,232,180,,,793,39,262,0,16,0,476,0,5,524,116,241,402,605,52,241,0,241,312,176,136,267,292,0.9999999994987541,0.9999999994987541,3334.9999983283446,3334.9999983283446,792.9999996025119,792.9999996025119,604.9999996967462,604.9999996967462,38.999999980451406,38.999999980451406,261.99999986867357,261.99999986867357,0.0,0.0,15.999999991980065,15.999999991980065,0.0,0.0,475.9999997614069,475.9999997614069,0.0,0.0,4.99999999749377,4.99999999749377,523.9999997373471,523.9999997373471,3269.999998360926,3269.999998360926,1805.99999909475,1805.99999909475,28.99999998546387,28.99999998546387,936.9999995303326,936.9999995303326,0.0,0.0,15.999999991980065,15.999999991980065,0.0,0.0,759.9999996190531,759.9999996190531,63.99999996792026,63.99999996792026,1105.999999445622,1105.999999445622,4.99999999749377,4.99999999749377,1158.999999419056,1158.999999419056,18.09999999092745,18.09999999092745,18.6999999906267,18.6999999906267,19.099999990426205,19.099999990426205,10.699999994636668,10.699999994636668,12.39999999378455,12.39999999378455,7.899999996040157,7.899999996040157,5.599999997193023,5.599999997193023,7.399999996290781,7.399999996290781,0.0,0.0,0.0,0.0,34000.99998295714,34000.99998295714
27.02,2.0,Bronx,2702.0,2002702.0,,Mott Haven-Port Morris,BX0101,BX01,BX01 Melrose-Mott Haven-Port Morris (CD 1 Approximation),36005002702,4221.0,6087.9004807,1677797.98908,1676634.899,1677797.989,1400000US36005002702,4945,214,1581,90,0,0,2598,462,3544,7,3227,1506,1068,398,255,1412,2488,2916,3321,3451,3778,4155,4818,2176,70,976,0,0,0,904,226,1317,0,1252,472,488,177,115,(X),(X),(X),(X),(X),(X),(X),(X),1400000US36005002702,1530,21.8,13.3,10.1,15.2,11.1,9.3,8.0,7.6,0.0,3.6,29206,44950,1400000US36005002702,5000,214,1602,90,0,0,2617,477,7,3578,415,889,1641,1719,270,66,,,,,889,3360,1641,1719,336,270,66,,,831,76,292,0,0,0,412,51,7,537,142,369,318,620,0,347,18,329,273,219,54,275,303,0.9993067758528917,0.9999999999523185,4996.533879264459,4999.999999761592,830.4239307337531,830.9999999603766,619.5702010287929,619.9999999704374,75.94731496481977,75.9999999963762,291.7975785490444,291.999999986077,0.0,0.0,0.0,0.0,0.0,0.0,411.7143916513914,411.9999999803552,50.96464556849748,50.999999997568246,6.995147430970242,6.99999999966623,536.6277386330029,536.999999974395,4941.57200659255,4944.999999764214,2174.491544255892,2175.999999896245,69.95147430970242,69.9999999966623,975.3234132324224,975.9999999534629,0.0,0.0,0.0,0.0,0.0,0.0,903.3733253710142,903.9999999568959,225.84333134275354,225.99999998922397,1316.0870237982583,1316.9999999372035,0.0,0.0,1528.9393670549243,1529.9999999270472,21.78488771359304,21.799999998960544,13.290780118843461,13.299999999365836,10.092998436114206,10.099999999518417,15.189462992963954,15.19999999927524,11.092305211967098,11.099999999470734,9.293553015431893,9.299999999556562,7.994454206823134,7.999999999618548,7.594731496481977,7.59999999963762,0.0,0.0,3.5975043930704103,3.5999999998283467,44918.83957458748,44949.999997856714
28.0,2.0,Bronx,2800.0,2002800.0,,Soundview-Bruckner-Bronx River,BX0901,BX09,BX09 Soundview-Parkchester (CD 9 Approximation),36005002800,4209.0,9162.5936786,4706441.34601,1164492.749,1572745.439,1400000US36005002800,5193,468,3429,0,0,0,1173,123,1837,31,4214,572,765,1418,1459,86,146,217,288,362,2594,3553,3723,130,0,108,0,0,0,22,0,22,0,92,44,0,29,19,(X),(X),(X),(X),(X),(X),(X),(X),1400000US36005002800,2542,1.9,1.7,3.1,7.8,20.6,21.1,23.3,11.6,4.6,4.3,64308,75967,1400000US36005002800,5230,468,3463,0,0,0,1176,123,31,1840,288,417,1460,2100,437,528,,,,,417,3560,1460,2100,965,437,528,,,1420,22,938,0,0,0,398,62,0,482,226,185,334,1152,0,678,126,552,474,81,393,563,523,0.2474253184919062,0.3341687112139054,1294.0344157126694,1747.7023596487252,351.34395225850676,474.5195699237457,285.03396690267596,384.96235531841904,5.443357006821936,7.351711646705919,232.084948745408,313.4502511186433,0.0,0.0,0.0,0.0,0.0,0.0,98.47527675977867,132.99914706313436,15.340369746498183,20.718460095262135,0.0,0.0,119.25900351309878,161.0693188051024,1284.8796789284688,1735.3381173338107,32.165291403947805,43.4419324578077,0.0,0.0,26.721934397125867,36.09022081110178,0.0,0.0,0.0,0.0,0.0,0.0,5.443357006821936,7.351711646705919,0.0,0.0,5.443357006821936,7.351711646705919,0.0,0.0,628.9551596064256,849.4568639057476,0.47010810513462176,0.6349205513064202,0.4206230414362405,0.5680868090636392,0.7670184873249092,1.0359230047631067,1.9299174842368683,2.6065159474684623,5.096961560933268,6.8838754510064515,5.220674220179221,7.050959806613404,5.765009920861415,7.786130971283996,2.8701336945061118,3.8763570500813027,1.1381564650627685,1.5371760715839646,1.0639288695151965,1.4369254582197932,18796.159169874638,25385.79448478675
31.0,2.0,Bronx,3100.0,2003100.0,,Mott Haven-Port Morris,BX0101,BX01,BX01 Melrose-Mott Haven-Port Morris (CD 1 Approximation),36005003100,4221.0,5846.67265827,1680016.49223,,1680016.492,1400000US36005003100,2559,434,977,13,326,0,643,166,1469,36,1653,464,455,428,306,186,853,1015,1110,1174,1687,1970,2307,582,28,292,0,56,0,118,88,211,0,321,86,143,77,15,(X),(X),(X),(X),(X),(X),(X),(X),1400000US36005003100,1031,6.4,0.0,6.8,32.4,12.3,15.3,10.6,12.8,3.4,0.0,41370,57711,1400000US36005003100,2559,434,977,13,326,0,643,166,36,1469,159,574,919,740,114,53,,,,,574,1659,919,740,167,114,53,,,314,20,177,0,0,0,92,25,0,168,27,60,136,177,26,114,18,96,37,27,10,66,112,,0.9999999998630966,,2558.9999996496645,,313.99999995701234,,176.9999999757681,,19.99999999726193,,176.9999999757681,,0.0,,0.0,,0.0,,91.99999998740489,,24.999999996577415,,0.0,,167.99999997700024,,2558.9999996496645,,581.9999999203222,,27.999999996166707,,291.99999996002424,,0.0,,55.999999992333414,,0.0,,117.9999999838454,,87.9999999879525,,210.9999999711134,,0.0,,1030.9999998588526,,6.399999999123819,,0.0,,6.7999999990690565,,32.39999999556433,,12.299999998316089,,15.29999999790538,,10.599999998548824,,12.799999998247637,,3.3999999995345282,,0.0,,57710.99999209917
