CTLabel,BoroCode,BoroName,CT2020,BoroCT2020,CDEligibil,NTAName,NTA2020,CDTA2020,CDTANAME,GEOID,PUMA,Shape_Leng,Shape_Area
"336","3",Brooklyn,"033600","3033600",,Coney Island-Sea Gate,BK1302,BK13,BK13 Coney Island-Brighton Beach (CD 13 Approximation),"36047033600","4313",12602.60021300000,7312012.13028999977
"337.01","3",Brooklyn,"033701","3033701",,Crown Heights (North),BK0802,BK08,BK08 Crown Heights (North) (CD 8 Approximation),"36047033701","4308",6850.20428919000,1061778.63780999999
"337.02","3",Brooklyn,"033702","3033702",,Crown Heights (South),BK0901,BK09,BK09 Crown Heights (South) (CD 9 Approximation),"36047033702","4309",6854.93980535000,1065103.77441000007
"339","3",Brooklyn,"033900","3033900",,Crown Heights (North),BK0802,BK08,BK08 Crown Heights (North) (CD 8 Approximation),"36047033900","4308",7419.80372332000,1945657.82856999990
"340","3",Brooklyn,"034000","3034000",,Coney Island-Sea Gate,BK1302,BK13,BK13 Coney Island-Brighton Beach (CD 13 Approximation),"36047034000","4313",7165.49794534000,1419227.53915000008
"341","3",Brooklyn,"034100","3034100",,Crown Heights (North),BK0802,BK08,BK08 Crown Heights (North) (CD 8 Approximation),"36047034100","4308",5030.77676874000,1504308.06279000011
"342","3",Brooklyn,"034200","3034200",,Coney Island-Sea Gate,BK1302,BK13,BK13 Coney Island-Brighton Beach (CD 13 Approximation),"36047034200","4313",7381.41739942000,2475181.59150000010
"343","3",Brooklyn,"034300","3034300",,Crown Heights (North),BK0802,BK08,BK08 Crown Heights (North) (CD 8 Approximation),"36047034300","4308",5689.14812956000,1745165.90516000008
"345","3",Brooklyn,"034500","3034500",,Crown Heights (North),BK0802,BK08,BK08 Crown Heights (North) (CD 8 Approximation),"36047034500","4308",5684.44596965000,1759935.57526999991
"347","3",Brooklyn,"034700","3034700",,Crown Heights (North),BK0802,BK08,BK08 Crown Heights (North) (CD 8 Approximation),"36047034700","4308",5032.96738096000,1505056.71962000011
"348","3",Brooklyn,"034800","3034800",,Coney Island-Sea Gate,BK1302,BK13,BK13 Coney Island-Brighton Beach (CD 13 Approximation),"36047034800","4313",18476.54730500000,6985056.38136000000
"349.01","3",Brooklyn,"034901","3034901",,Crown Heights (North),BK0802,BK08,BK08 Crown Heights (North) (CD 8 Approximation),"36047034901","4308",3494.82880091000,752964.12374900002
"349.02","3",Brooklyn,"034902","3034902",,Crown Heights (South),BK0901,BK09,BK09 Crown Heights (South) (CD 9 Approximation),"36047034902","4309",4143.94997378000,1003908.52783000004
"350","3",Brooklyn,"035000","3035000",,Coney Island-Sea Gate,BK1302,BK13,BK13 Coney Island-Brighton Beach (CD 13 Approximation),"36047035000","4313",5887.33936250000,2123245.44497000007
"351.01","3",Brooklyn,"035101","3035101",,Crown Heights (North),BK0802,BK08,BK08 Crown Heights (North) (CD 8 Approximation),"36047035101","4308",3494.27993704000,752633.33830599999
"351.02","3",Brooklyn,"035102","3035102",,Crown Heights (South),BK0901,BK09,BK09 Crown Heights (South) (CD 9 Approximation),"36047035102","4309",4146.94842826000,1002516.39341999998
"352","3",Brooklyn,"035200","3035200",,Coney Island-Sea Gate,BK1302,BK13,BK13 Coney Island-Brighton Beach (CD 13 Approximation),"36047035200","4313",32555.78780130000,10662098.72760000080
"353.01","3",Brooklyn,"035301","3035301",,Crown Heights (North),BK0802,BK08,BK08 Crown Heights (North) (CD 8 Approximation),"36047035301","4308",3494.65256069000,752264.88794900000
"353.02","3",Brooklyn,"035302","3035302",,Crown Heights (South),BK0901,BK09,BK09 Crown Heights (South) (CD 9 Approximation),"36047035302","4309",4144.83604049000,1003190.91234000004
"355","3",Brooklyn,"035500","3035500",,Crown Heights (South),BK0901,BK09,BK09 Crown Heights (South) (CD 9 Approximation),"36047035500","4309",5844.44173041000,1485518.38101999997
"356.01","3",Brooklyn,"035601","3035601",,Coney Island-Sea Gate,BK1302,BK13,BK13 Coney Island-Brighton Beach (CD 13 Approximation),"36047035601","4313",3524.79850124000,719519.89185799996
"356.02","3",Brooklyn,"035602","3035602",,Coney Island-Sea Gate,BK1302,BK13,BK13 Coney Island-Brighton Beach (CD 13 Approximation),"36047035602","4313",5704.67059813000,1843967.13788999990
"357.01","3",Brooklyn,"035701","3035701",,Crown Heights (North),BK0802,BK08,BK08 Crown Heights (North) (CD 8 Approximation),"36047035701","4308",3483.29842965000,750004.90264300001
"357.02","3",Brooklyn,"035702","3035702",,Lincoln Terrace Park,BK0891,BK08,BK08 Crown Heights (North) (CD 8 Approximation),"36047035702","4308",4568.61693775000,1214617.17463000002
"359","3",Brooklyn,"035900","3035900",,Crown Heights (North),BK0802,BK08,BK08 Crown Heights (North) (CD 8 Approximation),"36047035900","4308",6513.25352444000,1955169.23252000008
"360.01","3",Brooklyn,"036001","3036001",,Brighton Beach,BK1303,BK13,BK13 Coney Island-Brighton Beach (CD 13 Approximation),"36047036001","4313",4459.30348118000,1019097.09443000006
"360.02","3",Brooklyn,"036002","3036002",,Brighton Beach,BK1303,BK13,BK13 Coney Island-Brighton Beach (CD 13 Approximation),"36047036002","4313",3860.14796487000,924234.96306800004
"361","3",Brooklyn,"036100","3036100",,Ocean Hill,BK1601,BK16,BK16 Ocean Hill-Brownsville (CD 16 Approximation),"36047036100","4316",6064.70032668000,1524420.50072999997
"362","3",Brooklyn,"036200","3036200",,Brighton Beach,BK1303,BK13,BK13 Coney Island-Brighton Beach (CD 13 Approximation),"36047036200","4313",6480.70701208000,1845171.64317999990
"363","3",Brooklyn,"036300","3036300",,Ocean Hill,BK1601,BK16,BK16 Ocean Hill-Brownsville (CD 16 Approximation),"36047036300","4316",8492.86799794000,2786930.30682000006
"364","3",Brooklyn,"036400","3036400",,Brighton Beach,BK1303,BK13,BK13 Coney Island-Brighton Beach (CD 13 Approximation),"36047036400","4313",5980.18261914000,1539580.43809000007
"365.01","3",Brooklyn,"036501","3036501",,Ocean Hill,BK1601,BK16,BK16 Ocean Hill-Brownsville (CD 16 Approximation),"36047036501","4316",5469.27482219000,1367343.96445000009
"369","3",Brooklyn,"036900","3036900",,Ocean Hill,BK1601,BK16,BK16 Ocean Hill-Brownsville (CD 16 Approximation),"36047036900","4316",7215.25583312000,2433755.73915999988
"370","3",Brooklyn,"037000","3037000",,Gravesend (South),BK1301,BK13,BK13 Coney Island-Brighton Beach (CD 13 Approximation),"36047037000","4313",7840.72231439000,3617885.98560999986
"371","3",Brooklyn,"037100","3037100",,Ocean Hill,BK1601,BK16,BK16 Ocean Hill-Brownsville (CD 16 Approximation),"36047037100","4316",5779.49232976000,2037041.34055999992
"373","3",Brooklyn,"037300","3037300",,Ocean Hill,BK1601,BK16,BK16 Ocean Hill-Brownsville (CD 16 Approximation),"36047037300","4316",6148.26942211000,1838509.74606000003
"374.01","3",Brooklyn,"037401","3037401",,Gravesend (South),BK1301,BK13,BK13 Coney Island-Brighton Beach (CD 13 Approximation),"36047037401","4313",6927.20432775000,2422862.80439000018
"374.02","3",Brooklyn,"037402","3037402",,Gravesend (South),BK1301,BK13,BK13 Coney Island-Brighton Beach (CD 13 Approximation),"36047037402","4313",7628.93511216000,3270016.08540000021
"375","3",Brooklyn,"037500","3037500",,Bedford-Stuyvesant (East),BK0302,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),"36047037500","4303",5943.21051636000,1708659.74392000004
"377","3",Brooklyn,"037700","3037700",,Bedford-Stuyvesant (East),BK0302,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),"36047037700","4303",5741.18179491000,2047553.74720999994
"379","3",Brooklyn,"037900","3037900",,Bedford-Stuyvesant (East),BK0302,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),"36047037900","4303",5654.38099228000,1978231.31236000010
"381","3",Brooklyn,"038100","3038100",,Bedford-Stuyvesant (East),BK0302,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),"36047038100","4303",6810.12093674000,2579146.09090999980
"382","3",Brooklyn,"038200","3038200",,Gravesend (South),BK1301,BK13,BK13 Coney Island-Brighton Beach (CD 13 Approximation),"36047038200","4313",6156.24413044000,2524535.31187999994
"383","3",Brooklyn,"038300","3038300",,Bedford-Stuyvesant (East),BK0302,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),"36047038300","4303",5635.04684229000,1878496.91180999996
"385","3",Brooklyn,"038500","3038500",,Bedford-Stuyvesant (East),BK0302,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),"36047038500","4303",5637.03615433000,1877794.42429000000
"386","3",Brooklyn,"038600","3038600",,Gravesend (East)-Homecrest,BK1501,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),"36047038600","4315",7289.72424181000,2704671.01512000011
"388","3",Brooklyn,"038800","3038800",,Gravesend (East)-Homecrest,BK1501,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),"36047038800","4315",5947.05624429000,2130565.69633999979
"389","3",Brooklyn,"038900","3038900",,Bushwick (West),BK0401,BK04,BK04 Bushwick (CD 4 Equivalent),"36047038900","4304",6785.37954349000,1753535.47123000002
"390","3",Brooklyn,"039000","3039000",,Gravesend (East)-Homecrest,BK1501,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),"36047039000","4315",6671.63475931000,1871799.72445999994
"391","3",Brooklyn,"039100","3039100",,Bushwick (West),BK0401,BK04,BK04 Bushwick (CD 4 Equivalent),"36047039100","4304",6244.83346744000,1788881.25438999990
"392","3",Brooklyn,"039200","3039200",,Gravesend (East)-Homecrest,BK1501,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),"36047039200","4315",5599.31121532000,1875666.60551999998
"394","3",Brooklyn,"039400","3039400",,Gravesend (East)-Homecrest,BK1501,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),"36047039400","4315",7000.16525508000,2067691.62507999991
"396","3",Brooklyn,"039600","3039600",,Gravesend (East)-Homecrest,BK1501,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),"36047039600","4315",5569.96021260000,1757819.25313999993
"397","3",Brooklyn,"039700","3039700",,Bushwick (East),BK0402,BK04,BK04 Bushwick (CD 4 Equivalent),"36047039700","4304",6560.68172013000,1712820.50019000005
"398","3",Brooklyn,"039800","3039800",,Gravesend (East)-Homecrest,BK1501,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),"36047039800","4315",7062.93738004000,2184133.46570000006
"399","3",Brooklyn,"039900","3039900",,Bushwick (East),BK0402,BK04,BK04 Bushwick (CD 4 Equivalent),"36047039900","4304",6391.34874719000,1627809.17944000009
"400","3",Brooklyn,"040000","3040000",,Gravesend (West),BK1103,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047040000","4311",6639.76370232000,2058373.12048000004
"401","3",Brooklyn,"040100","3040100",,Bushwick (East),BK0402,BK04,BK04 Bushwick (CD 4 Equivalent),"36047040100","4304",5246.29991200000,1718319.03172999993
"402","3",Brooklyn,"040200","3040200",,Gravesend (West),BK1103,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047040200","4311",5858.27215231000,2126179.91292000003
"403","3",Brooklyn,"040300","3040300",,Bushwick (East),BK0402,BK04,BK04 Bushwick (CD 4 Equivalent),"36047040300","4304",6937.01770805000,2208072.00506999996
"404","3",Brooklyn,"040400","3040400",,Gravesend (West),BK1103,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047040400","4311",7953.54165446000,1653839.79046000005
"405","3",Brooklyn,"040500","3040500",,Bushwick (East),BK0402,BK04,BK04 Bushwick (CD 4 Equivalent),"36047040500","4304",5083.97780145000,1496440.31691999990
"406","3",Brooklyn,"040600","3040600",,Gravesend (West),BK1103,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047040600","4311",5563.96594425000,1584439.82346999994
"407","3",Brooklyn,"040700","3040700",,The Evergreens Cemetery,BK0471,BK04,BK04 Bushwick (CD 4 Equivalent),"36047040700","4304",10950.20932790000,5585573.16440000013
"408","3",Brooklyn,"040800","3040800",,Gravesend (West),BK1103,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047040800","4311",5644.72223269000,1652207.63400000008
"409","3",Brooklyn,"040900","3040900",,Bushwick (East),BK0402,BK04,BK04 Bushwick (CD 4 Equivalent),"36047040900","4304",5315.53797638000,1773606.99178999988
"410","3",Brooklyn,"041000","3041000",,Gravesend (West),BK1103,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047041000","4311",5990.26496371000,1537209.62338000000
"411","3",Brooklyn,"041100","3041100",,Bushwick (East),BK0402,BK04,BK04 Bushwick (CD 4 Equivalent),"36047041100","4304",4966.66300985000,1433607.15244000009
"412","3",Brooklyn,"041200","3041200",,Gravesend (West),BK1103,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047041200","4311",5466.78299366000,1780125.31547000003
"413","3",Brooklyn,"041300","3041300",,Bushwick (East),BK0402,BK04,BK04 Bushwick (CD 4 Equivalent),"36047041300","4304",5284.90262510000,1745182.86345000006
"414.01","3",Brooklyn,"041401","3041401",,Gravesend (East)-Homecrest,BK1501,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),"36047041401","4315",5189.96905908000,1454192.41739000008
"414.02","3",Brooklyn,"041402","3041402",,Gravesend (East)-Homecrest,BK1501,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),"36047041402","4315",5695.76631854000,1659482.13086999999
"415","3",Brooklyn,"041500","3041500",,Bushwick (East),BK0402,BK04,BK04 Bushwick (CD 4 Equivalent),"36047041500","4304",5326.72490867000,1750287.74374999991
"416","3",Brooklyn,"041600","3041600",,Gravesend (East)-Homecrest,BK1501,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),"36047041600","4315",6169.28078132000,1749784.49979000003
"417","3",Brooklyn,"041700","3041700",,Bushwick (East),BK0402,BK04,BK04 Bushwick (CD 4 Equivalent),"36047041700","4304",5025.01521925000,1519400.59480999992
"418","3",Brooklyn,"041800","3041800",,Gravesend (East)-Homecrest,BK1501,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),"36047041800","4315",6582.86510587000,1773170.38449999993
"419","3",Brooklyn,"041900","3041900",,Bushwick (East),BK0402,BK04,BK04 Bushwick (CD 4 Equivalent),"36047041900","4304",5222.70025460000,1646861.68824000005
"421","3",Brooklyn,"042100","3042100",,Bushwick (West),BK0401,BK04,BK04 Bushwick (CD 4 Equivalent),"36047042100","4304",5252.77170914000,1651413.33407999994
"422","3",Brooklyn,"042200","3042200",,Gravesend (East)-Homecrest,BK1501,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),"36047042200","4315",6172.10890760000,2443185.61519999988
"423","3",Brooklyn,"042300","3042300",,Bushwick (West),BK0401,BK04,BK04 Bushwick (CD 4 Equivalent),"36047042300","4304",5572.23498126000,1961468.19750000001
"424","3",Brooklyn,"042400","3042400",,Gravesend (West),BK1103,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047042400","4311",6586.20069250000,1733612.86180000007
"425","3",Brooklyn,"042500","3042500",,Bushwick (West),BK0401,BK04,BK04 Bushwick (CD 4 Equivalent),"36047042500","4304",5251.94000938000,1806380.02429000009
"426","3",Brooklyn,"042600","3042600",,Gravesend (West),BK1103,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047042600","4311",5548.58075278000,1829969.17647999991
"427","3",Brooklyn,"042700","3042700",,Bushwick (West),BK0401,BK04,BK04 Bushwick (CD 4 Equivalent),"36047042700","4304",5232.07671728000,1595262.24548000004
"428","3",Brooklyn,"042800","3042800",,Gravesend (West),BK1103,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047042800","4311",6669.64558128000,1773181.70730999997
"429","3",Brooklyn,"042900","3042900",,Bushwick (West),BK0401,BK04,BK04 Bushwick (CD 4 Equivalent),"36047042900","4304",5385.17116008000,1809836.58903999999
"430","3",Brooklyn,"043000","3043000",,Bensonhurst,BK1101,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047043000","4311",6283.85131862000,1721309.83630999993
"431","3",Brooklyn,"043100","3043100",,Bushwick (West),BK0401,BK04,BK04 Bushwick (CD 4 Equivalent),"36047043100","4304",5386.79975828000,1810786.76408999995
"432","3",Brooklyn,"043200","3043200",,Bensonhurst,BK1101,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047043200","4311",5546.24010842000,1594317.09098000010
"433","3",Brooklyn,"043300","3043300",,Bushwick (East),BK0402,BK04,BK04 Bushwick (CD 4 Equivalent),"36047043300","4304",5387.20128473000,1810979.35966000007
"434","3",Brooklyn,"043400","3043400",,Bensonhurst,BK1101,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047043400","4311",5543.21159991000,1509164.71188000008
"435","3",Brooklyn,"043500","3043500",,Bushwick (East),BK0402,BK04,BK04 Bushwick (CD 4 Equivalent),"36047043500","4304",5385.05161821000,1810895.27328000008
"436","3",Brooklyn,"043600","3043600",,Bensonhurst,BK1101,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047043600","4311",5828.14349772000,1480301.69715999998
"437","3",Brooklyn,"043700","3043700",,Bushwick (East),BK0402,BK04,BK04 Bushwick (CD 4 Equivalent),"36047043700","4304",5385.65937792000,1809983.89256999991
"438","3",Brooklyn,"043800","3043800",,Mapleton-Midwood (West),BK1204,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047043800","4312",5435.94197574000,1671530.59195000003
"439","3",Brooklyn,"043900","3043900",,Bushwick (East),BK0402,BK04,BK04 Bushwick (CD 4 Equivalent),"36047043900","4304",8162.50334273000,2152392.91290999996
"440","3",Brooklyn,"044000","3044000",,Mapleton-Midwood (West),BK1204,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047044000","4312",6721.50846783000,2173529.60592000000
"441","3",Brooklyn,"044100","3044100",,Bushwick (West),BK0401,BK04,BK04 Bushwick (CD 4 Equivalent),"36047044100","4304",5513.91116106000,1528572.59373999992
"442","3",Brooklyn,"044200","3044200",,Mapleton-Midwood (West),BK1204,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047044200","4312",6808.86896637000,1969036.03796999995
"443","3",Brooklyn,"044300","3044300",,Bushwick (West),BK0401,BK04,BK04 Bushwick (CD 4 Equivalent),"36047044300","4304",5552.17269266000,1805749.92638000008
"444","3",Brooklyn,"044400","3044400",,Mapleton-Midwood (West),BK1204,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047044400","4312",6032.53571300000,1878089.97089000000
"445","3",Brooklyn,"044500","3044500",,Bushwick (West),BK0401,BK04,BK04 Bushwick (CD 4 Equivalent),"36047044500","4304",5590.85454677000,1827455.90329999989
"446","3",Brooklyn,"044600","3044600",,Mapleton-Midwood (West),BK1204,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047044600","4312",6422.34605307000,1523482.71971999994
"447","3",Brooklyn,"044700","3044700",,Bushwick (West),BK0401,BK04,BK04 Bushwick (CD 4 Equivalent),"36047044700","4304",5524.51648787000,1752244.61959000002
"448","3",Brooklyn,"044800","3044800",,Mapleton-Midwood (West),BK1204,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047044800","4312",7926.58735463000,2419978.34323999984
"449.01","3",Brooklyn,"044901","3044901",,East Williamsburg,BK0104,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047044901","4301",9720.73013176000,4142652.58768999996
"449.02","3",Brooklyn,"044902","3044902",,East Williamsburg,BK0104,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047044902","4301",32966.32599250000,18813945.35979999974
"450","3",Brooklyn,"045000","3045000",,Mapleton-Midwood (West),BK1204,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047045000","4312",6231.17106636000,2370291.96261999989
