CTLabel,BoroCode,BoroName,CT2020,BoroCT2020,CDEligibil,NTAName,NTA2020,CDTA2020,CDTANAME,GEOID,PUMA,Shape_Leng,Shape_Area
"892.01","4",Queens,"089201","4089201",,Howard Beach-Lindenwood,QN1003,QN10,QN10 South Ozone Park-Howard Beach (CD 10 Approximation),"36081089201","4410",19422.94652870000,19157615.48539999872
"62.01","4",Queens,"006201","4006201",,Howard Beach-Lindenwood,QN1003,QN10,QN10 South Ozone Park-Howard Beach (CD 10 Approximation),"36081006201","4410",8299.00877618000,4332014.27177000046
"884","4",Queens,"088400","4088400",,Howard Beach-Lindenwood,QN1003,QN10,QN10 South Ozone Park-Howard Beach (CD 10 Approximation),"36081088400","4410",39900.20788860000,16672406.60300000012
"183.01","2",Bronx,"018301","2018301",,Concourse-Concourse Village,BX0401,BX04,BX04 Highbridge-Concourse (CD 4 Approximation),"36005018301","4204",4067.50793959000,719418.26112799998
"195","2",Bronx,"019500","2019500",,Concourse-Concourse Village,BX0401,BX04,BX04 Highbridge-Concourse (CD 4 Approximation),"36005019500","4204",6967.65229601000,2376401.33784000017
"59.02","2",Bronx,"005902","2005902",,Concourse-Concourse Village,BX0401,BX04,BX04 Highbridge-Concourse (CD 4 Approximation),"36005005902","4204",5191.75726194000,764814.56390499999
"146.04","5",Staten Island,"014604","5014604",,Great Kills-Eltingville,SI0302,SI03,SI03 South Shore (CD 3 Approximation),"36085014604","4503",14879.25103650000,12148066.18090000190
"146.05","5",Staten Island,"014605","5014605",,Great Kills-Eltingville,SI0302,SI03,SI03 South Shore (CD 3 Approximation),"36085014605","4503",14559.76834440000,9497529.12028999999
"59.01","5",Staten Island,"005901","5005901",,West New Brighton-Silver Lake-Grymes Hill,SI0104,SI01,SI01 North Shore (CD 1 Equivalent),"36085005901","4501",16730.52744970000,10114541.50430000015
"512","3",Brooklyn,"051200","3051200",,Flatbush,BK1401,BK14,BK14 Flatbush-Midwood (CD 14 Approximation),"36047051200","4314",5528.80893760000,1506254.07694000006
"329","4",Queens,"032900","4032900",,East Elmhurst,QN0302,QN03,QN03 Jackson Heights-East Elmhurst (CD 3 Approximation),"36081032900","4403",9129.61694173000,4703532.31372999959
"166","2",Bronx,"016600","2016600",,Throgs Neck-Schuylerville,BX1002,BX10,BX10 Co-op City-Throgs Neck (CD 10 Approximation),"36005016600","4210",7723.09064670000,3077495.73729000008
"506","3",Brooklyn,"050600","3050600",,Flatbush (West)-Ditmas Park-Parkville,BK1402,BK14,BK14 Flatbush-Midwood (CD 14 Approximation),"36047050600","4314",6696.15176711000,1771606.05024000001
"499","4",Queens,"049900","4049900",,Elmhurst,QN0401,QN04,QN04 Elmhurst-Corona (CD 4 Approximation),"36081049900","4404",10209.24239870000,4961429.11235000007
"507","4",Queens,"050700","4050700",,Middle Village,QN0504,QN05,QN05 Ridgewood-Maspeth-Middle Village (CD 5 Approximation),"36081050700","4405",8818.74979000000,4005975.40897000022
"19.02","2",Bronx,"001902","2001902",,Mott Haven-Port Morris,BX0101,BX01,BX01 Melrose-Mott Haven-Port Morris (CD 1 Approximation),"36005001902","4221",14105.20896610000,5059222.39754999988
"63","3",Brooklyn,"006300","3006300",,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,BK0601,BK06,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),"36047006300","4306",5680.88036982000,1081285.37532000011
"51","3",Brooklyn,"005100","3005100",,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,BK0601,BK06,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),"36047005100","4306",6145.54681635000,1969090.12914999994
"59","3",Brooklyn,"005900","3005900",,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,BK0601,BK06,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),"36047005900","4306",10147.30477380000,3843225.68257999979
"213","5",Staten Island,"021300","5021300",,Port Richmond,SI0106,SI01,SI01 North Shore (CD 1 Equivalent),"36085021300","4501",14578.84981770000,8432869.65087999962
"247","5",Staten Island,"024700","5024700",,Port Richmond,SI0106,SI01,SI01 North Shore (CD 1 Equivalent),"36085024700","4501",10784.71454870000,5174183.29860999994
"51","2",Bronx,"005100","2005100",,Mott Haven-Port Morris,BX0101,BX01,BX01 Melrose-Mott Haven-Port Morris (CD 1 Approximation),"36005005100","4221",13433.82277520000,5514198.69699999969
"354","3",Brooklyn,"035400","3035400",,Coney Island-Sea Gate,BK1302,BK13,BK13 Coney Island-Brighton Beach (CD 13 Approximation),"36047035400","4313",11354.39573590000,4052451.98247000016
"366","3",Brooklyn,"036600","3036600",,Brighton Beach,BK1303,BK13,BK13 Coney Island-Brighton Beach (CD 13 Approximation),"36047036600","4313",6655.72131553000,2516458.26012999984
"39","4",Queens,"003900","4003900",,Queensbridge-Ravenswood-Dutch Kills,QN0105,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),"36081003900","4401",7160.54983210000,1580667.33489999990
"347","4",Queens,"034700","4034700",,East Elmhurst,QN0302,QN03,QN03 Jackson Heights-East Elmhurst (CD 3 Approximation),"36081034700","4403",13446.25941130000,4118366.79569000006
"157","2",Bronx,"015700","2015700",,Crotona Park East,BX0303,BX03,BX03 Morrisania-Crotona Park East (CD 3 Approximation),"36005015700","4263",8523.42108988000,3362794.42523000017
"317.03","1",Manhattan,"031703","1031703",,Financial District-Battery Park City,MN0101,MN01,MN01 Financial District-Tribeca (CD 1 Equivalent),"36061031703","4121",8381.56428983000,2649774.01071000006
"291.06","5",Staten Island,"029106","5029106",,New Springville-Willowbrook-Bulls Head-Travis,SI0204,SI02,SI02 Mid-Island (CD 2 Approximation),"36085029106","4502",9246.10260511000,4648918.52355000004
"13","3",Brooklyn,"001300","3001300",,Downtown Brooklyn-DUMBO-Boerum Hill,BK0202,BK02,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),"36047001300","4302",7698.77194507000,3167176.06680000015
"132.03","5",Staten Island,"013203","5013203",,Great Kills-Eltingville,SI0302,SI03,SI03 South Shore (CD 3 Approximation),"36085013203","4503",15219.83989880000,11124441.35040000081
"132.04","5",Staten Island,"013204","5013204",,Oakwood-Richmondtown,SI0301,SI03,SI03 South Shore (CD 3 Approximation),"36085013204","4503",15213.56150770000,11249695.00860000029
"132.01","5",Staten Island,"013201","5013201",,Oakwood-Richmondtown,SI0301,SI03,SI03 South Shore (CD 3 Approximation),"36085013201","4503",10037.54220720000,5054382.96571999975
"138","5",Staten Island,"013800","5013800",,Oakwood-Richmondtown,SI0301,SI03,SI03 South Shore (CD 3 Approximation),"36085013800","4503",16998.49364040000,15149158.96839999966
"117","1",Manhattan,"011700","1011700",,Chelsea-Hudson Yards,MN0401,MN04,MN04 Chelsea-Hell's Kitchen (CD 4 Approximation),"36061011700","4104",7692.55813518000,2125062.02577999979
"129.01","1",Manhattan,"012901","1012901",,Hell's Kitchen,MN0402,MN04,MN04 Chelsea-Hell's Kitchen (CD 4 Approximation),"36061012901","4104",11138.27274710000,2303134.24977000011
"171","3",Brooklyn,"017100","3017100",,Windsor Terrace-South Slope,BK0701,BK07,BK07 Sunset Park-Windsor Terrace (CD 7 Approximation),"36047017100","4307",6141.88827774000,2247115.24941999977
"502.02","3",Brooklyn,"050202","3050202",,Windsor Terrace-South Slope,BK0701,BK07,BK07 Sunset Park-Windsor Terrace (CD 7 Approximation),"36047050202","4307",5366.54111206000,1451525.34648999991
"500.01","3",Brooklyn,"050001","3050001",,Windsor Terrace-South Slope,BK0701,BK07,BK07 Sunset Park-Windsor Terrace (CD 7 Approximation),"36047050001","4307",5162.14305675000,1513120.70469999989
"1502","3",Brooklyn,"150200","3150200",,Windsor Terrace-South Slope,BK0701,BK07,BK07 Sunset Park-Windsor Terrace (CD 7 Approximation),"36047150200","4307",11199.43021110000,3430773.69342999998
"564","4",Queens,"056400","4056400",,Queens Village,QN1303,QN13,QN13 Queens Village-Bellerose-Rosedale (CD 13 Approximation),"36081056400","4413",6992.25463053000,2025501.90509000001
"239","1",Manhattan,"023900","1023900",,Washington Heights (South),MN1201,MN12,MN12 Washington Heights-Inwood (CD 12 Equivalent),"36061023900","4112",3637.44823759000,687788.54107599996
"543","3",Brooklyn,"054300","3054300",,Brooklyn Navy Yard,BK0261,BK02,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),"36047054300","4302",39387.63294180000,10106059.83090000041
"545","3",Brooklyn,"054500","3054500",,South Williamsburg,BK0103,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047054500","4301",5306.71508579000,1801771.59446000005
"309.04","4",Queens,"030904","4030904",,Jackson Heights,QN0301,QN03,QN03 Jackson Heights-East Elmhurst (CD 3 Approximation),"36081030904","4403",9643.39804060000,4460641.88673999999
"309.05","4",Queens,"030905","4030905",,Jackson Heights,QN0301,QN03,QN03 Jackson Heights-East Elmhurst (CD 3 Approximation),"36081030905","4403",6303.03140108000,2079363.88360999990
"696.02","3",Brooklyn,"069602","3069602",,Marine Park-Mill Basin-Bergen Beach,BK1802,BK18,BK18 Canarsie-Flatlands (CD 18 Approximation),"36047069602","4318",17792.72170530000,7888385.83763999958
"706.01","3",Brooklyn,"070601","3070601",,Marine Park-Mill Basin-Bergen Beach,BK1802,BK18,BK18 Canarsie-Flatlands (CD 18 Approximation),"36047070601","4318",13864.73399450000,4536147.22300000023
"170.16","5",Staten Island,"017016","5017016",,Arden Heights-Rossville,SI0303,SI03,SI03 South Shore (CD 3 Approximation),"36085017016","4503",13450.87745980000,7141525.47785000037
"228.02","5",Staten Island,"022802","5022802",,Freshkills Park (North),SI0291,SI02,SI02 Mid-Island (CD 2 Approximation),"36085022802","4502",44304.76105800000,68122138.97599999607
"56","2",Bronx,"005600","2005600",,Soundview-Bruckner-Bronx River,BX0901,BX09,BX09 Soundview-Parkchester (CD 9 Approximation),"36005005600","4209",5033.51993189000,1511686.14106000005
"62","2",Bronx,"006200","2006200",,Soundview-Bruckner-Bronx River,BX0901,BX09,BX09 Soundview-Parkchester (CD 9 Approximation),"36005006200","4209",7201.14851836000,2074926.98026000010
"1277","4",Queens,"127700","4127700",,Jamaica Estates-Holliswood,QN0804,QN08,QN08 Fresh Meadows-Hillcrest-Briarwood (CD 8 Approximation),"36081127700","4408",14101.45979890000,11505210.51490000077
"216.01","2",Bronx,"021601","2021601",,Soundview-Bruckner-Bronx River,BX0901,BX09,BX09 Soundview-Parkchester (CD 9 Approximation),"36005021601","4209",7401.55461838000,1761363.11834999989
"216.02","2",Bronx,"021602","2021602",,Parkchester,BX0904,BX09,BX09 Soundview-Parkchester (CD 9 Approximation),"36005021602","4209",7202.03316976000,1788230.55417999998
"1385.02","4",Queens,"138502","4138502",,Alley Pond Park,QN1191,QN11,QN11 Auburndale-Bayside-Douglaston (CD 11 Approximation),"36081138502","4411",48184.40250990000,26132395.89719999954
"1529.01","4",Queens,"152901","4152901",,Douglaston-Little Neck,QN1103,QN11,QN11 Auburndale-Bayside-Douglaston (CD 11 Approximation),"36081152901","4411",16343.72335840000,15065142.58009999804
"101","3",Brooklyn,"010100","3010100",,Sunset Park (West),BK0702,BK07,BK07 Sunset Park-Windsor Terrace (CD 7 Approximation),"36047010100","4307",7585.52890085000,3393635.86738999980
"243","4",Queens,"024300","4024300",,Woodside,QN0203,QN02,QN02 Long Island City-Sunnyside-Woodside (CD 2 Approximation),"36081024300","4402",13325.46183020000,5934804.73280000035
"489","4",Queens,"048900","4048900",,Woodside,QN0203,QN02,QN02 Long Island City-Sunnyside-Woodside (CD 2 Approximation),"36081048900","4402",9551.50995462000,3902882.92768999981
"145","3",Brooklyn,"014500","3014500",,Sunset Park (West),BK0702,BK07,BK07 Sunset Park-Windsor Terrace (CD 7 Approximation),"36047014500","4307",6539.27560708000,2317452.55354999984
"117","3",Brooklyn,"011700","3011700",,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,BK0601,BK06,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),"36047011700","4306",5837.27585533000,2163265.16317000007
"143","3",Brooklyn,"014300","3014300",,Sunset Park (West),BK0702,BK07,BK07 Sunset Park-Windsor Terrace (CD 7 Approximation),"36047014300","4307",6688.23196030000,2335437.13512999984
"210.01","2",Bronx,"021001","2021001",,Parkchester,BX0904,BX09,BX09 Soundview-Parkchester (CD 9 Approximation),"36005021001","4209",7202.14398131000,2077079.84979999997
"219","4",Queens,"021900","4021900",,Maspeth,QN0501,QN05,QN05 Ridgewood-Maspeth-Middle Village (CD 5 Approximation),"36081021900","4405",22271.00832350000,13806344.59050000086
"535.02","4",Queens,"053502","4053502",,Maspeth,QN0501,QN05,QN05 Ridgewood-Maspeth-Middle Village (CD 5 Approximation),"36081053502","4405",8999.62421763000,3494827.72349999985
"2.02","1",Manhattan,"000202","1000202",,Lower East Side,MN0302,MN03,MN03 Lower East Side-Chinatown (CD 3 Equivalent),"36061000202","4103",8568.08960738000,3315114.28500000015
"21","3",Brooklyn,"002100","3002100",,Downtown Brooklyn-DUMBO-Boerum Hill,BK0202,BK02,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),"36047002100","4302",12735.68791380000,5707270.12542000040
"387","3",Brooklyn,"038700","3038700",,Bedford-Stuyvesant (East),BK0302,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),"36047038700","4303",5708.76573079000,2027988.18534000008
"395","3",Brooklyn,"039500","3039500",,Bushwick (East),BK0402,BK04,BK04 Bushwick (CD 4 Equivalent),"36047039500","4304",5815.48133949000,1715478.62590999994
"289","3",Brooklyn,"028900","3028900",,Bedford-Stuyvesant (East),BK0302,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),"36047028900","4303",6580.12095378000,1784336.19678999996
"393","3",Brooklyn,"039300","3039300",,Bushwick (West),BK0401,BK04,BK04 Bushwick (CD 4 Equivalent),"36047039300","4304",6715.30748825000,2043908.71612000000
"36","4",Queens,"003600","4003600",,Ozone Park (North),QN0904,QN09,QN09 Kew Gardens-Richmond Hill-Woodhaven (CD 9 Approximation),"36081003600","4409",9384.58328417000,1937264.60661999998
"327","3",Brooklyn,"032700","3032700",,Prospect Lefferts Gardens-Wingate,BK0902,BK09,BK09 Crown Heights (South) (CD 9 Approximation),"36047032700","4309",7322.09095653000,1904249.86077999999
"35","2",Bronx,"003500","2003500",,Mott Haven-Port Morris,BX0101,BX01,BX01 Melrose-Mott Haven-Port Morris (CD 1 Approximation),"36005003500","4221",5804.92379313000,1525330.71450000000
"73","2",Bronx,"007300","2007300",,Melrose,BX0102,BX01,BX01 Melrose-Mott Haven-Port Morris (CD 1 Approximation),"36005007300","4221",5173.76919852000,1507611.38754000003
"75","5",Staten Island,"007500","5007500",,West New Brighton-Silver Lake-Grymes Hill,SI0104,SI01,SI01 North Shore (CD 1 Equivalent),"36085007500","4501",10447.57469700000,5158898.76013999991
"77","5",Staten Island,"007700","5007700",,St. George-New Brighton,SI0101,SI01,SI01 North Shore (CD 1 Equivalent),"36085007700","4501",7325.09141008000,2674908.16877999995
"19.02","4",Queens,"001902","4001902",,Long Island City-Hunters Point,QN0201,QN02,QN02 Long Island City-Sunnyside-Woodside (CD 2 Approximation),"36081001902","4402",5659.15661491000,1909109.97601999994
"475","4",Queens,"047500","4047500",,Elmhurst,QN0401,QN04,QN04 Elmhurst-Corona (CD 4 Approximation),"36081047500","4404",8890.14264304000,3028835.98368000006
"141","5",Staten Island,"014100","5014100",,Port Richmond,SI0106,SI01,SI01 North Shore (CD 1 Equivalent),"36085014100","4501",7927.29582486000,3338848.52626000019
"125","5",Staten Island,"012500","5012500",,West New Brighton-Silver Lake-Grymes Hill,SI0104,SI01,SI01 North Shore (CD 1 Equivalent),"36085012500","4501",10580.08371410000,4952180.29535000026
"147","5",Staten Island,"014700","5014700",,Westerleigh-Castleton Corners,SI0105,SI01,SI01 North Shore (CD 1 Equivalent),"36085014700","4501",18387.21917470000,17978117.84290000051
"8","1",Manhattan,"000800","1000800",,Chinatown-Two Bridges,MN0301,MN03,MN03 Lower East Side-Chinatown (CD 3 Equivalent),"36061000800","4103",6341.12941766000,2377774.57487000013
"365.02","3",Brooklyn,"036502","3036502",,Ocean Hill,BK1601,BK16,BK16 Ocean Hill-Brownsville (CD 16 Approximation),"36047036502","4316",6290.77225299000,1316867.71308999998
"62","1",Manhattan,"006200","1006200",,Murray Hill-Kips Bay,MN0603,MN06,MN06 East Midtown-Murray Hill (CD 6 Approximation),"36061006200","4165",13027.67925000000,3167924.50673000002
"563.02","3",Brooklyn,"056302","3056302",,Greenpoint,BK0101,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047056302","4301",8186.79297601000,2050580.93544999999
"1032.01","4",Queens,"103201","4103201",,Far Rockaway-Bayswater,QN1401,QN14,QN14 The Rockaways (CD 14 Approximation),"36081103201","4414",11041.27864380000,4311253.43040999956
"1032.02","4",Queens,"103202","4103202",,Far Rockaway-Bayswater,QN1401,QN14,QN14 The Rockaways (CD 14 Approximation),"36081103202","4414",11703.04107260000,7674612.92879000027
"41","2",Bronx,"004100","2004100",,Mott Haven-Port Morris,BX0101,BX01,BX01 Melrose-Mott Haven-Port Morris (CD 1 Approximation),"36005004100","4221",6688.41253901000,1977775.59104999993
"43","2",Bronx,"004300","2004300",,Mott Haven-Port Morris,BX0101,BX01,BX01 Melrose-Mott Haven-Port Morris (CD 1 Approximation),"36005004300","4221",6495.64951922000,2441015.71332000010
"954","3",Brooklyn,"095400","3095400",,Canarsie,BK1803,BK18,BK18 Canarsie-Flatlands (CD 18 Approximation),"36047095400","4318",6931.21850887000,2551621.36365000019
"960","3",Brooklyn,"096000","3096000",,Canarsie,BK1803,BK18,BK18 Canarsie-Flatlands (CD 18 Approximation),"36047096000","4318",11062.91758480000,4573323.61141000036
"579.01","3",Brooklyn,"057901","3057901",,Greenpoint,BK0101,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047057901","4301",9943.27733699000,2643877.27508000005
"579.02","3",Brooklyn,"057902","3057902",,Greenpoint,BK0101,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047057902","4301",15540.62528440000,5305925.13231999986
"996","3",Brooklyn,"099600","3099600",,Canarsie,BK1803,BK18,BK18 Canarsie-Flatlands (CD 18 Approximation),"36047099600","4318",5667.42412492000,2043824.08426999999
"998","3",Brooklyn,"099800","3099800",,Canarsie,BK1803,BK18,BK18 Canarsie-Flatlands (CD 18 Approximation),"36047099800","4318",13386.26021460000,4644482.75915000029
"171.01","4",Queens,"017101","4017101",,Sunnyside Yards (South),QN0261,QN02,QN02 Long Island City-Sunnyside-Woodside (CD 2 Approximation),"36081017101","4402",22732.90545630000,8783519.11419999972
"171.02","4",Queens,"017102","4017102",,Sunnyside Yards (North),QN0161,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),"36081017102","4401",16111.61148910000,4500282.28954000026
"106.02","1",Manhattan,"010602","1010602",,Upper East Side-Lenox Hill-Roosevelt Island,MN0801,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),"36061010602","4108",4865.59482434000,1336810.85263000010
"116","1",Manhattan,"011600","1011600",,Upper East Side-Lenox Hill-Roosevelt Island,MN0801,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),"36061011600","4108",6372.73514680000,2117552.78542000009
"114.01","1",Manhattan,"011401","1011401",,Upper East Side-Carnegie Hill,MN0802,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),"36061011401","4108",4119.00787879000,1060696.27738000010
"238","2",Bronx,"023800","2023800",,Pelham Parkway-Van Nest,BX1101,BX11,BX11 Pelham Parkway-Morris Park (CD 11 Approximation),"36005023800","4211",8879.55810832000,3659519.69604999991
"240","2",Bronx,"024000","2024000",,Pelham Parkway-Van Nest,BX1101,BX11,BX11 Pelham Parkway-Morris Park (CD 11 Approximation),"36005024000","4211",7197.46497287000,2572874.34498000005
"42","1",Manhattan,"004200","1004200",,East Village,MN0303,MN03,MN03 Lower East Side-Chinatown (CD 3 Equivalent),"36061004200","4103",5673.49912382000,930411.44247999997
"57","1",Manhattan,"005700","1005700",,Greenwich Village,MN0202,MN02,MN02 Greenwich Village-SoHo (CD 2 Equivalent),"36061005700","4121",4761.91338205000,1159594.63235999993
"291","1",Manhattan,"029100","1029100",,Inwood,MN1203,MN12,MN12 Washington Heights-Inwood (CD 12 Equivalent),"36061029100","4112",5717.67943057000,2018094.02279000008
"991","4",Queens,"099100","4099100",,Whitestone-Beechhurst,QN0702,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),"36081099100","4407",17061.23707650000,11676757.46140000038
"997.05","4",Queens,"099705","4099705",,Bay Terrace-Clearview,QN0703,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),"36081099705","4407",11618.79708130000,4729593.13198999967
"335","2",Bronx,"033500","2033500",,Riverdale-Spuyten Duyvil,BX0803,BX08,BX08 Riverdale-Kingsbridge-Marble Hill (CD 8 Approximation),"36005033500","4208",14361.65081950000,7482812.26798000000
"351","2",Bronx,"035100","2035100",,Riverdale-Spuyten Duyvil,BX0803,BX08,BX08 Riverdale-Kingsbridge-Marble Hill (CD 8 Approximation),"36005035100","4208",13081.92356970000,6238607.00827000104
"238.02","1",Manhattan,"023802","1023802",,Upper East Side-Lenox Hill-Roosevelt Island,MN0801,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),"36061023802","4108",10162.01138720000,2581833.88077999977
"238.03","1",Manhattan,"023803","1023803",,Upper East Side-Lenox Hill-Roosevelt Island,MN0801,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),"36061023803","4108",5089.40908214000,1105152.94711000007
"18","5",Staten Island,"001800","5001800",,Fort Wadsworth,SI9561,SI95,SI95 Great Kills Park-Fort Wadsworth (JIA 95 Approximation),"36085001800","4502",14814.41445900000,9867249.10446999967
"118","2",Bronx,"011800","2011800",,Throgs Neck-Schuylerville,BX1002,BX10,BX10 Co-op City-Throgs Neck (CD 10 Approximation),"36005011800","4210",35430.48035960000,10849463.00640000030
"138","2",Bronx,"013800","2013800",,Throgs Neck-Schuylerville,BX1002,BX10,BX10 Co-op City-Throgs Neck (CD 10 Approximation),"36005013800","4210",22597.44169080000,8319740.73338999972
"20.02","5",Staten Island,"002002","5002002",,Grasmere-Arrochar-South Beach-Dongan Hills,SI0201,SI02,SI02 Mid-Island (CD 2 Approximation),"36085002002","4502",12507.74376370000,8280213.15024999902
"15.01","1",Manhattan,"001501","1001501",,Financial District-Battery Park City,MN0101,MN01,MN01 Financial District-Tribeca (CD 1 Equivalent),"36061001501","4121",9809.17561606000,2955567.68398999982
"29.01","1",Manhattan,"002901","1002901",,Tribeca-Civic Center,MN0102,MN01,MN01 Financial District-Tribeca (CD 1 Equivalent),"36061002901","4121",7354.63686467000,1561370.41705000005
"27","1",Manhattan,"002700","1002700",,Chinatown-Two Bridges,MN0301,MN03,MN03 Lower East Side-Chinatown (CD 3 Equivalent),"36061002700","4103",3691.69524383000,641369.16475700005
"29.02","1",Manhattan,"002902","1002902",,Chinatown-Two Bridges,MN0301,MN03,MN03 Lower East Side-Chinatown (CD 3 Equivalent),"36061002902","4103",5079.32928722000,1327605.15436999989
"626","3",Brooklyn,"062600","3062600",,Sheepshead Bay-Manhattan Beach-Gerritsen Beach,BK1503,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),"36047062600","4315",9998.50467281000,3425960.96507999999
"628","3",Brooklyn,"062800","3062800",,Sheepshead Bay-Manhattan Beach-Gerritsen Beach,BK1503,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),"36047062800","4315",43057.06751820000,8304005.11942999903
"112.04","5",Staten Island,"011204","5011204",,Miller Field,SI9592,SI95,SI95 Great Kills Park-Fort Wadsworth (JIA 95 Approximation),"36085011204","4502",19197.20108290000,10866804.34730000049
"128.04","5",Staten Island,"012804","5012804",,New Dorp-Midland Beach,SI0202,SI02,SI02 Mid-Island (CD 2 Approximation),"36085012804","4502",14767.31256530000,9446184.75108000077
"662","3",Brooklyn,"066200","3066200",,Marine Park-Mill Basin-Bergen Beach,BK1802,BK18,BK18 Canarsie-Flatlands (CD 18 Approximation),"36047066200","4318",8217.52430750000,2488662.73852000013
"177","3",Brooklyn,"017700","3017700",,Prospect Park,BK5591,BK55,BK55 Prospect Park (JIA 55 Approximation),"36047017700","4306",24199.06885820000,27324218.95859999582
"504.01","3",Brooklyn,"050401","3050401",,Windsor Terrace-South Slope,BK0701,BK07,BK07 Sunset Park-Windsor Terrace (CD 7 Approximation),"36047050401","4307",5416.86296410000,1564161.08434000006
"323","2",Bronx,"032300","2032300",,Riverdale-Spuyten Duyvil,BX0803,BX08,BX08 Riverdale-Kingsbridge-Marble Hill (CD 8 Approximation),"36005032300","4208",11248.23156010000,6019623.37935999967
"337","2",Bronx,"033700","2033700",,Riverdale-Spuyten Duyvil,BX0803,BX08,BX08 Riverdale-Kingsbridge-Marble Hill (CD 8 Approximation),"36005033700","4208",13116.73420000000,4629811.10517000034
"24","1",Manhattan,"002400","1002400",,East Village,MN0303,MN03,MN03 Lower East Side-Chinatown (CD 3 Equivalent),"36061002400","4103",9497.30762376000,1863566.81727000000
"14","4",Queens,"001400","4001400",,Woodhaven,QN0905,QN09,QN09 Kew Gardens-Richmond Hill-Woodhaven (CD 9 Approximation),"36081001400","4409",6069.77908571000,2306342.60264999978
"22","4",Queens,"002200","4002200",,Woodhaven,QN0905,QN09,QN09 Kew Gardens-Richmond Hill-Woodhaven (CD 9 Approximation),"36081002200","4409",5022.70023021000,1594381.78933000006
"18","4",Queens,"001800","4001800",,Woodhaven,QN0905,QN09,QN09 Kew Gardens-Richmond Hill-Woodhaven (CD 9 Approximation),"36081001800","4409",6204.22942191000,1914375.43788000010
"20","4",Queens,"002000","4002000",,Woodhaven,QN0905,QN09,QN09 Kew Gardens-Richmond Hill-Woodhaven (CD 9 Approximation),"36081002000","4409",5949.07777675000,1577804.68883000012
"319","1",Manhattan,"031900","1031900",,The Battery-Governors Island-Ellis Island-Liberty Island,MN0191,MN01,MN01 Financial District-Tribeca (CD 1 Equivalent),"36061031900","4121",6113.06488999000,1077040.15351000009
"211","1",Manhattan,"021100","1021100",,Morningside Heights,MN0901,MN09,MN09 Morningside Heights-Hamilton Heights (CD 9 Equivalent),"36061021100","4109",7629.11234284000,3738242.61053000018
"219","1",Manhattan,"021900","1021900",,Manhattanville-West Harlem,MN0902,MN09,MN09 Morningside Heights-Hamilton Heights (CD 9 Equivalent),"36061021900","4109",7845.08055156000,3005263.72320999997
"664.04","4",Queens,"066404","4066404",,Springfield Gardens (South)-Brookville,QN1306,QN13,QN13 Queens Village-Bellerose-Rosedale (CD 13 Approximation),"36081066404","4413",15685.98748360000,10975233.18180000037
"18.01","3",Brooklyn,"001801","3001801",,Sunset Park (West),BK0702,BK07,BK07 Sunset Park-Windsor Terrace (CD 7 Approximation),"36047001801","4307",22133.60534180000,5139571.28421999980
"53.02","3",Brooklyn,"005302","3005302",,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,BK0601,BK06,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),"36047005302","4306",27638.23278910000,8312250.02998999972
"516.01","2",Bronx,"051601","2051601",,Pelham Bay-Country Club-City Island,BX1003,BX10,BX10 Co-op City-Throgs Neck (CD 10 Approximation),"36005051601","4210",76365.31338190002,12452707.90179999918
"516.02","2",Bronx,"051602","2051602",,Hart Island,BX1071,BX10,BX10 Co-op City-Throgs Neck (CD 10 Approximation),"36005051602","4210",16969.58386880000,4905129.20093000028
"367","3",Brooklyn,"036700","3036700",,Ocean Hill,BK1601,BK16,BK16 Ocean Hill-Brownsville (CD 16 Approximation),"36047036700","4316",5879.18528459000,1961097.78814999992
