CTLabel,BoroCode,BoroName,CT2020,BoroCT2020,CDEligibil,NTAName,NTA2020,CDTA2020,CDTANAME,GEOID,PUMA,Shape_Leng,Shape_Area,calculated,id,Station ID,area,perimeter,DepArea
"102","4",Queens,"010200","4010200",,South Ozone Park,QN1001,QN10,QN10 South Ozone Park-Howard Beach (CD 10 Approximation),"36081010200","4410",7032.65623837000,2302072.58322999999,213870.675,"0","1",15164894.247381,14925.757219,33.667
"103","4",Queens,"010300","4010300",,Astoria (North)-Ditmars-Steinway,QN0101,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),"36081010300","4401",9276.26159903000,2695889.59897000017,250459.534,"0","1",15164894.247381,14925.757219,1034326.108
"104","4",Queens,"010400","4010400",,South Ozone Park,QN1001,QN10,QN10 South Ozone Park-Howard Beach (CD 10 Approximation),"36081010400","4410",6736.55033370000,2007367.91675000009,186491.651,"0","1",15164894.247381,14925.757219,6045.007
"105","4",Queens,"010500","4010500",,Astoria (North)-Ditmars-Steinway,QN0101,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),"36081010500","4401",6626.64142784000,2131456.33669999987,198021.313,"0","1",15164894.247381,14925.757219,90352.845
"108","4",Queens,"010800","4010800",,South Richmond Hill,QN0903,QN09,QN09 Kew Gardens-Richmond Hill-Woodhaven (CD 9 Approximation),"36081010800","4409",6002.66695759000,1696627.40311000007,157622.836,"0","1",15164894.247381,14925.757219,129171.048
"110","4",Queens,"011000","4011000",,South Richmond Hill,QN0903,QN09,QN09 Kew Gardens-Richmond Hill-Woodhaven (CD 9 Approximation),"36081011000","4409",6467.64813062000,1776467.63865000010,165040.261,"0","1",15164894.247381,14925.757219,1441523.234
"111","4",Queens,"011100","4011100",,Astoria (North)-Ditmars-Steinway,QN0101,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),"36081011100","4401",5447.70009075000,1622555.67727999995,150742.263,"0","1",15164894.247381,14925.757219,1382651.732
"112","4",Queens,"011200","4011200",,Ozone Park (North),QN0904,QN09,QN09 Kew Gardens-Richmond Hill-Woodhaven (CD 9 Approximation),"36081011200","4409",6398.94568695000,2029245.37058999995,188524.166,"0","1",15164894.247381,14925.757219,2029245.371
"113","4",Queens,"011300","4011300",,Astoria (North)-Ditmars-Steinway,QN0101,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),"36081011300","4401",6050.89773189000,1922996.07480999990,178654.423,"0","1",15164894.247381,14925.757219,1908944.485
"114","4",Queens,"011400","4011400",,Ozone Park (North),QN0904,QN09,QN09 Kew Gardens-Richmond Hill-Woodhaven (CD 9 Approximation),"36081011400","4409",4984.73243532000,1280315.33190000011,118945.927,"0","1",15164894.247381,14925.757219,917650.096
"115","4",Queens,"011500","4011500",,Astoria (North)-Ditmars-Steinway,QN0101,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),"36081011500","4401",5907.90916786000,1997218.90740999999,185550.020,"0","1",15164894.247381,14925.757219,405137.965
"116","4",Queens,"011600","4011600",,Ozone Park (North),QN0904,QN09,QN09 Kew Gardens-Richmond Hill-Woodhaven (CD 9 Approximation),"36081011600","4409",5752.37943520000,1471248.55174000002,136684.325,"0","1",15164894.247381,14925.757219,787783.729
"117","4",Queens,"011700","4011700",,Astoria (North)-Ditmars-Steinway,QN0101,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),"36081011700","4401",6365.30326033000,2290673.09600999998,212813.125,"0","1",15164894.247381,14925.757219,842840.553
"118","4",Queens,"011800","4011800",,South Richmond Hill,QN0903,QN09,QN09 Kew Gardens-Richmond Hill-Woodhaven (CD 9 Approximation),"36081011800","4409",7774.59413303000,1681621.45096000005,156228.759,"0","1",15164894.247381,14925.757219,1340056.683
"119","4",Queens,"011900","4011900",,Astoria (North)-Ditmars-Steinway,QN0101,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),"36081011900","4401",4488.11116010000,1199794.97295000008,111465.973,"0","1",15164894.247381,14925.757219,733748.116
"120","4",Queens,"012000","4012000",,South Richmond Hill,QN0903,QN09,QN09 Kew Gardens-Richmond Hill-Woodhaven (CD 9 Approximation),"36081012000","4409",5106.78836311000,1553008.39874999993,144280.150,"0","1",15164894.247381,14925.757219,14.106
"121","4",Queens,"012100","4012100",,Astoria (North)-Ditmars-Steinway,QN0101,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),"36081012100","4401",5080.83239361000,1484400.48136000009,137907.025,"0","1",15164894.247381,14925.757219,272165.370
"122","4",Queens,"012200","4012200",,Richmond Hill,QN0902,QN09,QN09 Kew Gardens-Richmond Hill-Woodhaven (CD 9 Approximation),"36081012200","4409",6539.52176877000,2262780.10620999988,210220.632,"0","1",15164894.247381,14925.757219,1896381.434
"124","4",Queens,"012400","4012400",,Richmond Hill,QN0902,QN09,QN09 Kew Gardens-Richmond Hill-Woodhaven (CD 9 Approximation),"36081012400","4409",6196.83741782000,2134135.60902999993,198269.059,"0","1",15164894.247381,14925.757219,2134135.609
"126.01","4",Queens,"012601","4012601",,Richmond Hill,QN0902,QN09,QN09 Kew Gardens-Richmond Hill-Woodhaven (CD 9 Approximation),"36081012601","4409",5821.89174063000,1618300.19197999989,150346.026,"0","1",15164894.247381,14925.757219,1597652.010
"126.02","4",Queens,"012602","4012602",,Richmond Hill,QN0902,QN09,QN09 Kew Gardens-Richmond Hill-Woodhaven (CD 9 Approximation),"36081012602","4409",5639.63908538000,1605869.87944999989,149191.198,"0","1",15164894.247381,14925.757219,1605869.879
"128","4",Queens,"012800","4012800",,Richmond Hill,QN0902,QN09,QN09 Kew Gardens-Richmond Hill-Woodhaven (CD 9 Approximation),"36081012800","4409",5824.97185319000,1721777.16867000004,159959.487,"0","1",15164894.247381,14925.757219,1721777.169
"132","4",Queens,"013200","4013200",,Richmond Hill,QN0902,QN09,QN09 Kew Gardens-Richmond Hill-Woodhaven (CD 9 Approximation),"36081013200","4409",6670.57423163000,2070923.96977999993,192397.197,"0","1",15164894.247381,14925.757219,2070930.695
"134","4",Queens,"013400","4013400",,Kew Gardens,QN0901,QN09,QN09 Kew Gardens-Richmond Hill-Woodhaven (CD 9 Approximation),"36081013400","4409",6554.66834357000,2055584.02616999997,190966.791,"0","1",15164894.247381,14925.757219,700045.396
"140","4",Queens,"014000","4014000",,Kew Gardens,QN0901,QN09,QN09 Kew Gardens-Richmond Hill-Woodhaven (CD 9 Approximation),"36081014000","4409",7299.16988407000,2390486.95434000017,222085.216,"0","1",15164894.247381,14925.757219,2080190.196
"142.01","4",Queens,"014201","4014201",,Richmond Hill,QN0902,QN09,QN09 Kew Gardens-Richmond Hill-Woodhaven (CD 9 Approximation),"36081014201","4409",6319.31939447000,2270918.85931999981,210976.839,"0","1",15164894.247381,14925.757219,856255.887
"142.02","4",Queens,"014202","4014202",,Richmond Hill,QN0902,QN09,QN09 Kew Gardens-Richmond Hill-Woodhaven (CD 9 Approximation),"36081014202","4409",12450.85061080000,6663000.26958999969,619017.853,"0","1",15164894.247381,14925.757219,1480994.299
"143","4",Queens,"014300","4014300",,Astoria (East)-Woodside (North),QN0104,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),"36081014300","4401",5416.75903840000,1469451.95595000009,136518.201,"0","1",15164894.247381,14925.757219,28748.522
"144","4",Queens,"014400","4014400",,Richmond Hill,QN0902,QN09,QN09 Kew Gardens-Richmond Hill-Woodhaven (CD 9 Approximation),"36081014400","4409",7851.25451411000,2370737.93663999997,220250.354,"0","1",15164894.247381,14925.757219,2237357.449
"147","4",Queens,"014700","4014700",,Astoria (East)-Woodside (North),QN0104,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),"36081014700","4401",6043.08822948000,1592386.54572999990,147939.311,"0","1",15164894.247381,14925.757219,893451.303
"149","4",Queens,"014900","4014900",,Astoria (East)-Woodside (North),QN0104,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),"36081014900","4401",4285.46303095000,1147477.75151999993,106605.433,"0","1",15164894.247381,14925.757219,1147477.752
"151","4",Queens,"015100","4015100",,Astoria (East)-Woodside (North),QN0104,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),"36081015100","4401",4809.67409776000,1435760.68489999999,133388.099,"0","1",15164894.247381,14925.757219,1435760.685
"153","4",Queens,"015300","4015300",,Astoria (East)-Woodside (North),QN0104,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),"36081015300","4401",4615.60808974000,1309390.50649000006,121647.773,"0","1",15164894.247381,14925.757219,1309390.506
"154","4",Queens,"015400","4015400",,South Richmond Hill,QN0903,QN09,QN09 Kew Gardens-Richmond Hill-Woodhaven (CD 9 Approximation),"36081015400","4409",7745.38740256000,1617854.35196000012,150304.586,"0","1",15164894.247381,14925.757219,0.388
"156","4",Queens,"015600","4015600",,South Richmond Hill,QN0903,QN09,QN09 Kew Gardens-Richmond Hill-Woodhaven (CD 9 Approximation),"36081015600","4409",7347.45160593000,2253099.39694999997,209321.136,"0","1",15164894.247381,14925.757219,34.889
"157","4",Queens,"015700","4015700",,Astoria (East)-Woodside (North),QN0104,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),"36081015700","4401",7244.30487509000,1383061.46255000005,128492.087,"0","1",15164894.247381,14925.757219,1383061.463
"158.02","4",Queens,"015802","4015802",,South Ozone Park,QN1001,QN10,QN10 South Ozone Park-Howard Beach (CD 10 Approximation),"36081015802","4410",7751.28504464000,2997105.48377999989,278441.934,"0","1",15164894.247381,14925.757219,142.241
"161","4",Queens,"016100","4016100",,Astoria (East)-Woodside (North),QN0104,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),"36081016100","4401",4505.24309785000,1157640.35838000011,107549.541,"0","1",15164894.247381,14925.757219,1157640.358
"164","4",Queens,"016400","4016400",,South Ozone Park,QN1001,QN10,QN10 South Ozone Park-Howard Beach (CD 10 Approximation),"36081016400","4410",6846.23987885000,2129308.67205000017,197820.425,"0","1",15164894.247381,14925.757219,87.394
"168","4",Queens,"016800","4016800",,South Ozone Park,QN1001,QN10,QN10 South Ozone Park-Howard Beach (CD 10 Approximation),"36081016800","4410",7492.31515848000,2276026.71662000008,211450.935,"0","1",15164894.247381,14925.757219,23.059
"169","4",Queens,"016900","4016900",,Sunnyside,QN0202,QN02,QN02 Long Island City-Sunnyside-Woodside (CD 2 Approximation),"36081016900","4402",7375.83673278000,2483619.45770000014,230738.348,"0","1",15164894.247381,14925.757219,2336930.308
"179.01","4",Queens,"017901","4017901",,Sunnyside,QN0202,QN02,QN02 Long Island City-Sunnyside-Woodside (CD 2 Approximation),"36081017901","4402",5032.63301583000,1037434.78757000004,96381.890,"0","1",15164894.247381,14925.757219,1037434.788
"181.01","4",Queens,"018101","4018101",,Sunnyside,QN0202,QN02,QN02 Long Island City-Sunnyside-Woodside (CD 2 Approximation),"36081018101","4402",5028.93838276000,1035687.63222000003,96219.570,"0","1",15164894.247381,14925.757219,1035687.632
"181.02","4",Queens,"018102","4018102",,Sunnyside,QN0202,QN02,QN02 Long Island City-Sunnyside-Woodside (CD 2 Approximation),"36081018102","4402",5031.31280484000,1038481.14532999997,96479.098,"0","1",15164894.247381,14925.757219,1038481.145
"183","4",Queens,"018300","4018300",,Sunnyside,QN0202,QN02,QN02 Long Island City-Sunnyside-Woodside (CD 2 Approximation),"36081018300","4402",7452.57204823000,2314483.75420999993,215024.914,"0","1",15164894.247381,14925.757219,2287926.406
"185.01","4",Queens,"018501","4018501",,Sunnyside,QN0202,QN02,QN02 Long Island City-Sunnyside-Woodside (CD 2 Approximation),"36081018501","4402",4479.67395018000,1060458.04178000009,98520.804,"0","1",15164894.247381,14925.757219,1060458.042
"185.02","4",Queens,"018502","4018502",,Sunnyside,QN0202,QN02,QN02 Long Island City-Sunnyside-Woodside (CD 2 Approximation),"36081018502","4402",4478.89677561000,1059000.89306999999,98385.441,"0","1",15164894.247381,14925.757219,1059000.893
"187","4",Queens,"018700","4018700",,Sunnyside,QN0202,QN02,QN02 Long Island City-Sunnyside-Woodside (CD 2 Approximation),"36081018700","4402",7759.42747880000,2598727.31209000014,241433.969,"0","1",15164894.247381,14925.757219,868231.383
"189","4",Queens,"018900","4018900",,Sunnyside,QN0202,QN02,QN02 Long Island City-Sunnyside-Woodside (CD 2 Approximation),"36081018900","4402",6262.73211150000,2343199.54327999987,217690.838,"0","1",15164894.247381,14925.757219,2233046.498
"199.01","4",Queens,"019901","4019901",,Sunnyside,QN0202,QN02,QN02 Long Island City-Sunnyside-Woodside (CD 2 Approximation),"36081019901","4402",10432.07341820000,3440003.30496999994,319590.099,"0","1",15164894.247381,14925.757219,1839382.384
"204","4",Queens,"020400","4020400",,Jamaica,QN1201,QN12,QN12 Jamaica-St. Albans-Hollis (CD 12 Approximation),"36081020400","4412",8843.40193612000,3087462.93314999994,286836.677,"0","1",15164894.247381,14925.757219,1570.506
"206","4",Queens,"020600","4020600",,Jamaica,QN1201,QN12,QN12 Jamaica-St. Albans-Hollis (CD 12 Approximation),"36081020600","4412",6136.50958695000,1593891.97497999994,148078.423,"0","1",15164894.247381,14925.757219,120.270
"214","4",Queens,"021400","4021400",,Jamaica Hills-Briarwood,QN0805,QN08,QN08 Fresh Meadows-Hillcrest-Briarwood (CD 8 Approximation),"36081021400","4408",8571.34463291000,4079387.03148999996,378990.454,"0","1",15164894.247381,14925.757219,850285.371
"220.02","4",Queens,"022002","4022002",,Jamaica Hills-Briarwood,QN0805,QN08,QN08 Fresh Meadows-Hillcrest-Briarwood (CD 8 Approximation),"36081022002","4408",10813.45441640000,3309944.25631000008,307499.344,"0","1",15164894.247381,14925.757219,1189993.912
"230","4",Queens,"023000","4023000",,Jamaica Hills-Briarwood,QN0805,QN08,QN08 Fresh Meadows-Hillcrest-Briarwood (CD 8 Approximation),"36081023000","4408",6035.91087673000,1782960.06770000001,165643.813,"0","1",15164894.247381,14925.757219,851758.622
"232","4",Queens,"023200","4023200",,Jamaica Hills-Briarwood,QN0805,QN08,QN08 Fresh Meadows-Hillcrest-Briarwood (CD 8 Approximation),"36081023200","4408",8955.44968520000,3557225.47618999984,330479.776,"0","1",15164894.247381,14925.757219,2789843.588
"235.01","4",Queens,"023501","4023501",,Sunnyside,QN0202,QN02,QN02 Long Island City-Sunnyside-Woodside (CD 2 Approximation),"36081023501","4402",6339.54030009000,1481337.99381999997,137622.229,"0","1",15164894.247381,14925.757219,1058142.368
"235.02","4",Queens,"023502","4023502",,Sunnyside,QN0202,QN02,QN02 Long Island City-Sunnyside-Woodside (CD 2 Approximation),"36081023502","4402",5437.14135195000,1265214.14715999993,117543.488,"0","1",15164894.247381,14925.757219,1265214.147
"236","4",Queens,"023600","4023600",,Jamaica,QN1201,QN12,QN12 Jamaica-St. Albans-Hollis (CD 12 Approximation),"36081023600","4412",5717.55581990000,1897473.67376999999,176282.487,"0","1",15164894.247381,14925.757219,854626.278
"238","4",Queens,"023800","4023800",,Jamaica,QN1201,QN12,QN12 Jamaica-St. Albans-Hollis (CD 12 Approximation),"36081023800","4412",5362.84753801000,1686741.44133000006,156704.635,"0","1",15164894.247381,14925.757219,115428.830
"251","4",Queens,"025100","4025100",,Woodside,QN0203,QN02,QN02 Long Island City-Sunnyside-Woodside (CD 2 Approximation),"36081025100","4402",7406.43530060000,2646559.91147999978,245876.126,"0","1",15164894.247381,14925.757219,207960.968
"253.01","4",Queens,"025301","4025301",,Sunnyside,QN0202,QN02,QN02 Long Island City-Sunnyside-Woodside (CD 2 Approximation),"36081025301","4402",4718.30352293000,1370376.21396000008,127313.494,"0","1",15164894.247381,14925.757219,1370376.214
"253.02","4",Queens,"025302","4025302",,Sunnyside,QN0202,QN02,QN02 Long Island City-Sunnyside-Woodside (CD 2 Approximation),"36081025302","4402",4354.91594022000,1131234.79816000001,105096.286,"0","1",15164894.247381,14925.757219,868250.497
"254.01","4",Queens,"025401","4025401",,South Jamaica,QN1202,QN12,QN12 Jamaica-St. Albans-Hollis (CD 12 Approximation),"36081025401","4412",6545.77711062000,2727728.59965999983,253416.023,"0","1",15164894.247381,14925.757219,71.659
"254.02","4",Queens,"025402","4025402",,South Jamaica,QN1202,QN12,QN12 Jamaica-St. Albans-Hollis (CD 12 Approximation),"36081025402","4412",9740.31333411000,4070763.15583000006,378188.988,"0","1",15164894.247381,14925.757219,611.782
"255","4",Queens,"025500","4025500",,Woodside,QN0203,QN02,QN02 Long Island City-Sunnyside-Woodside (CD 2 Approximation),"36081025500","4402",7492.78594737000,2345871.57811000012,217941.039,"0","1",15164894.247381,14925.757219,1331191.450
"257","4",Queens,"025700","4025700",,Woodside,QN0203,QN02,QN02 Long Island City-Sunnyside-Woodside (CD 2 Approximation),"36081025700","4402",7917.29861648000,1621552.76775999996,150648.864,"0","1",15164894.247381,14925.757219,633882.271
"259","4",Queens,"025900","4025900",,Woodside,QN0203,QN02,QN02 Long Island City-Sunnyside-Woodside (CD 2 Approximation),"36081025900","4402",6688.71680898000,2014820.56841000007,187185.028,"0","1",15164894.247381,14925.757219,7306.844
"269.01","4",Queens,"026901","4026901",,Elmhurst,QN0401,QN04,QN04 Elmhurst-Corona (CD 4 Approximation),"36081026901","4404",5493.25299194000,1230343.79658999993,114303.933,"0","1",15164894.247381,14925.757219,561270.822
"269.02","4",Queens,"026902","4026902",,Elmhurst,QN0401,QN04,QN04 Elmhurst-Corona (CD 4 Approximation),"36081026902","4404",3699.99242626000,844998.01391300000,78503.734,"0","1",15164894.247381,14925.757219,219243.776
"271.01","4",Queens,"027101","4027101",,Elmhurst,QN0401,QN04,QN04 Elmhurst-Corona (CD 4 Approximation),"36081027101","4404",4342.27583234000,967871.94160200004,89919.216,"0","1",15164894.247381,14925.757219,967871.942
"271.02","4",Queens,"027102","4027102",,Elmhurst,QN0401,QN04,QN04 Elmhurst-Corona (CD 4 Approximation),"36081027102","4404",3113.51212312000,528308.62044900004,49082.016,"0","1",15164894.247381,14925.757219,206752.631
"273.02","4",Queens,"027302","4027302",,Jackson Heights,QN0301,QN03,QN03 Jackson Heights-East Elmhurst (CD 3 Approximation),"36081027302","4403",5646.96125576000,1254853.34904000000,116581.018,"0","1",15164894.247381,14925.757219,16579.546
"275","4",Queens,"027500","4027500",,Jackson Heights,QN0301,QN03,QN03 Jackson Heights-East Elmhurst (CD 3 Approximation),"36081027500","4403",7384.59516448000,1911640.09939000010,177599.182,"0","1",15164894.247381,14925.757219,486465.652
"277.01","4",Queens,"027701","4027701",,Jackson Heights,QN0301,QN03,QN03 Jackson Heights-East Elmhurst (CD 3 Approximation),"36081027701","4403",4094.79689003000,793890.55975899997,73755.671,"0","1",15164894.247381,14925.757219,432322.264
"277.02","4",Queens,"027702","4027702",,Jackson Heights,QN0301,QN03,QN03 Jackson Heights-East Elmhurst (CD 3 Approximation),"36081027702","4403",4335.96786239000,1082232.83939999994,100543.869,"0","1",15164894.247381,14925.757219,808122.504
"279","4",Queens,"027900","4027900",,Jackson Heights,QN0301,QN03,QN03 Jackson Heights-East Elmhurst (CD 3 Approximation),"36081027900","4403",7392.18222643000,1913241.98974999995,177747.999,"0","1",15164894.247381,14925.757219,1397299.589
"281","4",Queens,"028100","4028100",,Jackson Heights,QN0301,QN03,QN03 Jackson Heights-East Elmhurst (CD 3 Approximation),"36081028100","4403",7391.19930172000,1877449.65647000005,174422.750,"0","1",15164894.247381,14925.757219,1244404.287
"283","4",Queens,"028300","4028300",,Jackson Heights,QN0301,QN03,QN03 Jackson Heights-East Elmhurst (CD 3 Approximation),"36081028300","4403",7388.43638066000,1913172.77775999997,177741.563,"0","1",15164894.247381,14925.757219,1115536.056
"285","4",Queens,"028500","4028500",,Jackson Heights,QN0301,QN03,QN03 Jackson Heights-East Elmhurst (CD 3 Approximation),"36081028500","4403",7390.11435232000,1701419.41686000000,158068.814,"0","1",15164894.247381,14925.757219,470183.013
"287","4",Queens,"028700","4028700",,Jackson Heights,QN0301,QN03,QN03 Jackson Heights-East Elmhurst (CD 3 Approximation),"36081028700","4403",7939.87237985000,2104677.73699000012,195533.153,"0","1",15164894.247381,14925.757219,26.902
"289","4",Queens,"028900","4028900",,Jackson Heights,QN0301,QN03,QN03 Jackson Heights-East Elmhurst (CD 3 Approximation),"36081028900","4403",7304.22002246000,1859020.47818999994,172710.594,"0","1",15164894.247381,14925.757219,15.192
"375.02","4",Queens,"037502","4037502",,North Corona,QN0303,QN03,QN03 Jackson Heights-East Elmhurst (CD 3 Approximation),"36081037502","4403",6912.02001980000,1077902.41103000008,100141.550,"0","1",15164894.247381,14925.757219,17.629
"377","4",Queens,"037700","4037700",,North Corona,QN0303,QN03,QN03 Jackson Heights-East Elmhurst (CD 3 Approximation),"36081037700","4403",5048.00394498000,1580389.31438999996,146824.659,"0","1",15164894.247381,14925.757219,194851.507
"379","4",Queens,"037900","4037900",,North Corona,QN0303,QN03,QN03 Jackson Heights-East Elmhurst (CD 3 Approximation),"36081037900","4403",6143.37412547000,2120846.49530000007,197035.349,"0","1",15164894.247381,14925.757219,1369182.061
"399.01","4",Queens,"039901","4039901",,Corona,QN0402,QN04,QN04 Elmhurst-Corona (CD 4 Approximation),"36081039901","4404",4258.29430047000,1135029.44674999989,105448.868,"0","1",15164894.247381,14925.757219,1135029.447
"399.02","4",Queens,"039902","4039902",,North Corona,QN0303,QN03,QN03 Jackson Heights-East Elmhurst (CD 3 Approximation),"36081039902","4403",3369.44382569000,681525.40074700001,63316.502,"0","1",15164894.247381,14925.757219,681525.401
"401.01","4",Queens,"040101","4040101",,Corona,QN0402,QN04,QN04 Elmhurst-Corona (CD 4 Approximation),"36081040101","4404",3882.03994194000,931363.87539299997,86527.500,"0","1",15164894.247381,14925.757219,931363.875
"403.01","4",Queens,"040301","4040301",,Corona,QN0402,QN04,QN04 Elmhurst-Corona (CD 4 Approximation),"36081040301","4404",3942.43302474000,940100.87156999996,87339.198,"0","1",15164894.247381,14925.757219,782616.247
"403.02","4",Queens,"040302","4040302",,North Corona,QN0303,QN03,QN03 Jackson Heights-East Elmhurst (CD 3 Approximation),"36081040302","4403",4411.77950108000,1197294.40284999995,111233.545,"0","1",15164894.247381,14925.757219,778567.276
"405.01","4",Queens,"040501","4040501",,Corona,QN0402,QN04,QN04 Elmhurst-Corona (CD 4 Approximation),"36081040501","4404",3671.52920776000,769154.14346199995,71457.549,"0","1",15164894.247381,14925.757219,162288.404
"405.02","4",Queens,"040502","4040502",,North Corona,QN0303,QN03,QN03 Jackson Heights-East Elmhurst (CD 3 Approximation),"36081040502","4403",3785.13126340000,624443.97534100001,58013.397,"0","1",15164894.247381,14925.757219,40173.464
"407.02","4",Queens,"040702","4040702",,North Corona,QN0303,QN03,QN03 Jackson Heights-East Elmhurst (CD 3 Approximation),"36081040702","4403",5865.85911220000,1389413.92969999998,129082.231,"0","1",15164894.247381,14925.757219,1490.784
"411","4",Queens,"041100","4041100",,Corona,QN0402,QN04,QN04 Elmhurst-Corona (CD 4 Approximation),"36081041100","4404",5258.32753701000,1481730.53816000000,137658.754,"0","1",15164894.247381,14925.757219,392396.525
"413","4",Queens,"041300","4041300",,Corona,QN0402,QN04,QN04 Elmhurst-Corona (CD 4 Approximation),"36081041300","4404",5605.05191964000,1709061.34181999997,158778.714,"0","1",15164894.247381,14925.757219,1424385.784
"415","4",Queens,"041500","4041500",,Corona,QN0402,QN04,QN04 Elmhurst-Corona (CD 4 Approximation),"36081041500","4404",5633.03387384000,1866262.23851000005,173383.334,"0","1",15164894.247381,14925.757219,1675322.127
"427","4",Queens,"042700","4042700",,Corona,QN0402,QN04,QN04 Elmhurst-Corona (CD 4 Approximation),"36081042700","4404",6817.94286268000,1838967.62241999991,170847.522,"0","1",15164894.247381,14925.757219,181188.835
"439","4",Queens,"043900","4043900",,Corona,QN0402,QN04,QN04 Elmhurst-Corona (CD 4 Approximation),"36081043900","4404",5891.21566491000,1772849.16473000008,164704.831,"0","1",15164894.247381,14925.757219,15984.281
"443.01","4",Queens,"044301","4044301",,Corona,QN0402,QN04,QN04 Elmhurst-Corona (CD 4 Approximation),"36081044301","4404",5794.71161738000,1437697.82444000011,133567.911,"0","1",15164894.247381,14925.757219,6637.578
"443.02","4",Queens,"044302","4044302",,Corona,QN0402,QN04,QN04 Elmhurst-Corona (CD 4 Approximation),"36081044302","4404",6885.48818903000,2992542.45232000016,278019.213,"0","1",15164894.247381,14925.757219,64849.880
"444","4",Queens,"044400","4044400",,Jamaica,QN1201,QN12,QN12 Jamaica-St. Albans-Hollis (CD 12 Approximation),"36081044400","4412",20651.40870110000,9708089.68721999973,901918.155,"0","1",15164894.247381,14925.757219,1062250.957
"446.01","4",Queens,"044601","4044601",,Jamaica,QN1201,QN12,QN12 Jamaica-St. Albans-Hollis (CD 12 Approximation),"36081044601","4412",6255.70667370000,2419639.03462000005,224793.578,"0","1",15164894.247381,14925.757219,116930.822
"446.02","4",Queens,"044602","4044602",,Jamaica,QN1201,QN12,QN12 Jamaica-St. Albans-Hollis (CD 12 Approximation),"36081044602","4412",5531.97035733000,1830580.37370000011,170067.858,"0","1",15164894.247381,14925.757219,1186269.020
"448","4",Queens,"044800","4044800",,Jamaica Hills-Briarwood,QN0805,QN08,QN08 Fresh Meadows-Hillcrest-Briarwood (CD 8 Approximation),"36081044800","4408",7015.86691584000,2240965.78660999984,208194.269,"0","1",15164894.247381,14925.757219,2138190.202
"450","4",Queens,"045000","4045000",,Jamaica Hills-Briarwood,QN0805,QN08,QN08 Fresh Meadows-Hillcrest-Briarwood (CD 8 Approximation),"36081045000","4408",5660.71550576000,1889459.32175999996,175538.025,"0","1",15164894.247381,14925.757219,644083.581
"456","4",Queens,"045600","4045600",,Jamaica Hills-Briarwood,QN0805,QN08,QN08 Fresh Meadows-Hillcrest-Briarwood (CD 8 Approximation),"36081045600","4408",7603.80086639000,1744395.64262999990,162061.084,"0","1",15164894.247381,14925.757219,1085784.472
"457","4",Queens,"045700","4045700",,Elmhurst,QN0401,QN04,QN04 Elmhurst-Corona (CD 4 Approximation),"36081045700","4404",5578.62644305000,1620253.94155000011,150528.077,"0","1",15164894.247381,14925.757219,1357144.824
"459","4",Queens,"045900","4045900",,Elmhurst,QN0401,QN04,QN04 Elmhurst-Corona (CD 4 Approximation),"36081045900","4404",5413.88709006000,1473337.18213999993,136878.943,"0","1",15164894.247381,14925.757219,1037363.915
"460","4",Queens,"046000","4046000",,Jamaica,QN1201,QN12,QN12 Jamaica-St. Albans-Hollis (CD 12 Approximation),"36081046000","4412",6262.82377802000,2381695.25035999995,221268.521,"0","1",15164894.247381,14925.757219,2191402.510
"461","4",Queens,"046100","4046100",,Elmhurst,QN0401,QN04,QN04 Elmhurst-Corona (CD 4 Approximation),"36081046100","4404",5429.07171507000,1226622.50539999991,113958.172,"0","1",15164894.247381,14925.757219,600378.167
"464","4",Queens,"046400","4046400",,Jamaica Estates-Holliswood,QN0804,QN08,QN08 Fresh Meadows-Hillcrest-Briarwood (CD 8 Approximation),"36081046400","4408",9667.73682392000,2470140.25700999983,229485.562,"0","1",15164894.247381,14925.757219,333.696
"467","4",Queens,"046700","4046700",,Elmhurst,QN0401,QN04,QN04 Elmhurst-Corona (CD 4 Approximation),"36081046700","4404",6450.86294346000,1528977.75060999999,142048.226,"0","1",15164894.247381,14925.757219,463695.688
"469.01","4",Queens,"046901","4046901",,Elmhurst,QN0401,QN04,QN04 Elmhurst-Corona (CD 4 Approximation),"36081046901","4404",4189.06857296000,803853.20006900001,74681.208,"0","1",15164894.247381,14925.757219,800093.739
"469.02","4",Queens,"046902","4046902",,Elmhurst,QN0401,QN04,QN04 Elmhurst-Corona (CD 4 Approximation),"36081046902","4404",4120.04374856000,825704.39457600005,76711.290,"0","1",15164894.247381,14925.757219,40153.365
