CTLabel,BoroCode,BoroName,CT2020,BoroCT2020,CDEligibil,NTAName,NTA2020,CDTA2020,CDTANAME,GEOID,PUMA,Shape_Leng,Shape_Area,calculated,id,Station ID,area,perimeter,DepArea
"210.02","2",Bronx,"021002","2021002",,Parkchester,BX0904,BX09,BX09 Soundview-Parkchester (CD 9 Approximation),"36005021002","4209",6132.27981962000,1867344.60272999993,173484.446,"0","1",15164894.247381,14925.757219,1670038.663
"213.01","2",Bronx,"021301","2021301",,University Heights (South)-Morris Heights,BX0501,BX05,BX05 Morris Heights-Mount Hope (CD 5 Approximation),"36005021301","4205",3825.33381238000,660910.22652999999,61401.441,"0","1",15164894.247381,14925.757219,256209.020
"213.02","2",Bronx,"021302","2021302",,Mount Eden-Claremont (West),BX0403,BX04,BX04 Highbridge-Concourse (CD 4 Approximation),"36005021302","4204",5468.90564248000,1812687.53272000002,168411.083,"0","1",15164894.247381,14925.757219,1220.885
"215.01","2",Bronx,"021501","2021501",,University Heights (South)-Morris Heights,BX0501,BX05,BX05 Morris Heights-Mount Hope (CD 5 Approximation),"36005021501","4205",5029.19953587000,986700.65142300003,91668.792,"0","1",15164894.247381,14925.757219,946999.934
"218","2",Bronx,"021800","2021800",,Soundview-Bruckner-Bronx River,BX0901,BX09,BX09 Soundview-Parkchester (CD 9 Approximation),"36005021800","4209",7720.34685839000,3233495.52301000012,300405.815,"0","1",15164894.247381,14925.757219,1366425.579
"225","2",Bronx,"022500","2022500",,Mount Eden-Claremont (West),BX0403,BX04,BX04 Highbridge-Concourse (CD 4 Approximation),"36005022500","4204",5935.12300255000,1953063.11731999996,181448.072,"0","1",15164894.247381,14925.757219,590645.339
"227.02","2",Bronx,"022702","2022702",,Mount Eden-Claremont (West),BX0403,BX04,BX04 Highbridge-Concourse (CD 4 Approximation),"36005022702","4204",3829.35943810000,523884.24674099998,48671.130,"0","1",15164894.247381,14925.757219,57173.699
"227.03","2",Bronx,"022703","2022703",,Mount Eden-Claremont (West),BX0403,BX04,BX04 Highbridge-Concourse (CD 4 Approximation),"36005022703","4204",2569.47786511000,420601.09150300000,39075.674,"0","1",15164894.247381,14925.757219,244929.798
"228","2",Bronx,"022800","2022800",,Pelham Parkway-Van Nest,BX1101,BX11,BX11 Pelham Parkway-Morris Park (CD 11 Approximation),"36005022800","4211",6509.69077165000,1851825.71763000009,172042.681,"0","1",15164894.247381,14925.757219,537820.382
"229.02","2",Bronx,"022902","2022902",,Mount Eden-Claremont (West),BX0403,BX04,BX04 Highbridge-Concourse (CD 4 Approximation),"36005022902","4204",4228.02075242000,995810.39165600005,92515.125,"0","1",15164894.247381,14925.757219,380061.763
"232","2",Bronx,"023200","2023200",,Pelham Parkway-Van Nest,BX1101,BX11,BX11 Pelham Parkway-Morris Park (CD 11 Approximation),"36005023200","4211",5317.05783625000,1536082.34446999989,142708.745,"0","1",15164894.247381,14925.757219,1293923.169
"236","2",Bronx,"023600","2023600",,Pelham Parkway-Van Nest,BX1101,BX11,BX11 Pelham Parkway-Morris Park (CD 11 Approximation),"36005023600","4211",5127.75733264000,989504.94471399998,91929.322,"0","1",15164894.247381,14925.757219,761104.141
"237.04","2",Bronx,"023704","2023704",,Fordham Heights,BX0503,BX05,BX05 Morris Heights-Mount Hope (CD 5 Approximation),"36005023704","4205",3627.53038729000,728192.34704599995,67652.243,"0","1",15164894.247381,14925.757219,1046.905
"239","2",Bronx,"023900","2023900",,Fordham Heights,BX0503,BX05,BX05 Morris Heights-Mount Hope (CD 5 Approximation),"36005023900","4205",7305.92838259000,1913174.94235999999,177742.288,"0","1",15164894.247381,14925.757219,19474.374
"243","2",Bronx,"024300","2024300",,University Heights (South)-Morris Heights,BX0501,BX05,BX05 Morris Heights-Mount Hope (CD 5 Approximation),"36005024300","4205",6192.94416835000,1608003.82049000007,149394.796,"0","1",15164894.247381,14925.757219,726669.271
"244","2",Bronx,"024400","2024400",,Morris Park,BX1102,BX11,BX11 Pelham Parkway-Morris Park (CD 11 Approximation),"36005024400","4211",6484.40447348000,1892754.11205000011,175845.107,"0","1",15164894.247381,14925.757219,227976.080
"245.01","2",Bronx,"024501","2024501",,University Heights (South)-Morris Heights,BX0501,BX05,BX05 Morris Heights-Mount Hope (CD 5 Approximation),"36005024501","4205",4998.66060747000,1229662.70775000006,114233.934,"0","1",15164894.247381,14925.757219,754178.059
"245.02","2",Bronx,"024502","2024502",,University Heights (South)-Morris Heights,BX0501,BX05,BX05 Morris Heights-Mount Hope (CD 5 Approximation),"36005024502","4205",4213.37524820000,1072966.53267000010,99683.267,"0","1",15164894.247381,14925.757219,1028940.404
"246","2",Bronx,"024600","2024600",,Morris Park,BX1102,BX11,BX11 Pelham Parkway-Morris Park (CD 11 Approximation),"36005024600","4211",7512.58026605000,1640625.73441000003,152421.282,"0","1",15164894.247381,14925.757219,1363372.179
"248","2",Bronx,"024800","2024800",,Morris Park,BX1102,BX11,BX11 Pelham Parkway-Morris Park (CD 11 Approximation),"36005024800","4211",7488.97161521000,2992858.75731999986,278049.622,"0","1",15164894.247381,14925.757219,2190713.755
"250","2",Bronx,"025000","2025000",,Morris Park,BX1102,BX11,BX11 Pelham Parkway-Morris Park (CD 11 Approximation),"36005025000","4211",6978.08881367000,1955822.59517999995,181704.445,"0","1",15164894.247381,14925.757219,1568619.393
"251","2",Bronx,"025100","2025100",,University Heights (South)-Morris Heights,BX0501,BX05,BX05 Morris Heights-Mount Hope (CD 5 Approximation),"36005025100","4205",6295.47937861000,2253288.15118000004,209336.787,"0","1",15164894.247381,14925.757219,1246135.786
"252","2",Bronx,"025200","2025200",,Morris Park,BX1102,BX11,BX11 Pelham Parkway-Morris Park (CD 11 Approximation),"36005025200","4211",6947.91728285000,2048258.91327999998,190292.181,"0","1",15164894.247381,14925.757219,669537.476
"254","2",Bronx,"025400","2025400",,Morris Park,BX1102,BX11,BX11 Pelham Parkway-Morris Park (CD 11 Approximation),"36005025400","4211",6405.47073382000,1828910.70681999996,169913.777,"0","1",15164894.247381,14925.757219,303392.942
"266.01","2",Bronx,"026601","2026601",,Pelham Bay-Country Club-City Island,BX1003,BX10,BX10 Co-op City-Throgs Neck (CD 10 Approximation),"36005026601","4210",6495.37327364000,1832956.36828999990,170289.636,"0","1",15164894.247381,14925.757219,999327.439
"266.02","2",Bronx,"026602","2026602",,Pelham Bay-Country Club-City Island,BX1003,BX10,BX10 Co-op City-Throgs Neck (CD 10 Approximation),"36005026602","4210",8114.28373265000,3269676.92718000012,303767.238,"0","1",15164894.247381,14925.757219,1854602.476
"267.01","2",Bronx,"026701","2026701",,Kingsbridge Heights-Van Cortlandt Village,BX0801,BX08,BX08 Riverdale-Kingsbridge-Marble Hill (CD 8 Approximation),"36005026701","4208",3658.66764131000,742841.56986699998,69005.706,"0","1",15164894.247381,14925.757219,415163.967
"267.02","2",Bronx,"026702","2026702",,Kingsbridge Heights-Van Cortlandt Village,BX0801,BX08,BX08 Riverdale-Kingsbridge-Marble Hill (CD 8 Approximation),"36005026702","4208",6366.48333391000,1819284.86074999999,169019.469,"0","1",15164894.247381,14925.757219,1228684.376
"273","2",Bronx,"027300","2027300",,Kingsbridge Heights-Van Cortlandt Village,BX0801,BX08,BX08 Riverdale-Kingsbridge-Marble Hill (CD 8 Approximation),"36005027300","4208",7746.30083198000,2183729.08283999981,202877.916,"0","1",15164894.247381,14925.757219,594664.928
"279","2",Bronx,"027900","2027900",,Kingsbridge Heights-Van Cortlandt Village,BX0801,BX08,BX08 Riverdale-Kingsbridge-Marble Hill (CD 8 Approximation),"36005027900","4208",9002.99748945000,2954297.61377000017,274469.820,"0","1",15164894.247381,14925.757219,1601722.844
"286","2",Bronx,"028600","2028600",,Morris Park,BX1102,BX11,BX11 Pelham Parkway-Morris Park (CD 11 Approximation),"36005028600","4211",6089.57342807000,2152041.73920999980,199934.059,"0","1",15164894.247381,14925.757219,0.067
"287","2",Bronx,"028700","2028700",,Kingsbridge-Marble Hill,BX0802,BX08,BX08 Riverdale-Kingsbridge-Marble Hill (CD 8 Approximation),"36005028700","4208",5236.72049683000,1670599.13867000001,155205.892,"0","1",15164894.247381,14925.757219,19459.129
"288","2",Bronx,"028800","2028800",,Morris Park,BX1102,BX11,BX11 Pelham Parkway-Morris Park (CD 11 Approximation),"36005028800","4211",8206.40944045000,3616695.33142999979,336006.760,"0","1",15164894.247381,14925.757219,1900075.516
"296","2",Bronx,"029600","2029600",,Morris Park,BX1102,BX11,BX11 Pelham Parkway-Morris Park (CD 11 Approximation),"36005029600","4211",17574.01395760000,7667278.21803999972,712337.149,"0","1",15164894.247381,14925.757219,1198595.362
"300","2",Bronx,"030000","2030000",,Pelham Bay-Country Club-City Island,BX1003,BX10,BX10 Co-op City-Throgs Neck (CD 10 Approximation),"36005030000","4210",8560.05975419000,4490156.83344999980,417155.142,"0","1",15164894.247381,14925.757219,16372.743
"312","2",Bronx,"031200","2031200",,Pelham Gardens,BX1103,BX11,BX11 Pelham Parkway-Morris Park (CD 11 Approximation),"36005031200","4211",7184.57093336000,2175833.89313000022,202144.444,"0","1",15164894.247381,14925.757219,181.330
"314","2",Bronx,"031400","2031400",,Pelham Gardens,BX1103,BX11,BX11 Pelham Parkway-Morris Park (CD 11 Approximation),"36005031400","4211",7230.03919667000,2272270.80623000022,211103.854,"0","1",15164894.247381,14925.757219,230773.788
"316","2",Bronx,"031600","2031600",,Pelham Gardens,BX1103,BX11,BX11 Pelham Parkway-Morris Park (CD 11 Approximation),"36005031600","4211",6325.93413753000,1906941.28789000004,177163.151,"0","1",15164894.247381,14925.757219,1084448.932
"318","2",Bronx,"031800","2031800",,Pelham Gardens,BX1103,BX11,BX11 Pelham Parkway-Morris Park (CD 11 Approximation),"36005031800","4211",7249.43184925000,1919429.46858000010,178323.357,"0","1",15164894.247381,14925.757219,1551292.287
"324","2",Bronx,"032400","2032400",,Allerton,BX1104,BX11,BX11 Pelham Parkway-Morris Park (CD 11 Approximation),"36005032400","4211",7576.68306791000,2875893.39038000023,267186.187,"0","1",15164894.247381,14925.757219,2213954.988
"326","2",Bronx,"032600","2032600",,Pelham Gardens,BX1103,BX11,BX11 Pelham Parkway-Morris Park (CD 11 Approximation),"36005032600","4211",8751.10056864000,3578517.87044000020,332456.729,"0","1",15164894.247381,14925.757219,3510559.259
"328","2",Bronx,"032800","2032800",,Allerton,BX1104,BX11,BX11 Pelham Parkway-Morris Park (CD 11 Approximation),"36005032800","4211",7120.21194244000,2202647.73876000009,204635.568,"0","1",15164894.247381,14925.757219,789427.082
"330","2",Bronx,"033000","2033000",,Allerton,BX1104,BX11,BX11 Pelham Parkway-Morris Park (CD 11 Approximation),"36005033000","4211",7143.78150789000,2218401.12011000002,206099.126,"0","1",15164894.247381,14925.757219,308489.286
"332.02","2",Bronx,"033202","2033202",,Allerton,BX1104,BX11,BX11 Pelham Parkway-Morris Park (CD 11 Approximation),"36005033202","4211",4633.93292151000,1231532.66549000004,114427.670,"0","1",15164894.247381,14925.757219,444858.121
"336.01","2",Bronx,"033601","2033601",,Allerton,BX1104,BX11,BX11 Pelham Parkway-Morris Park (CD 11 Approximation),"36005033601","4211",4890.45019679000,1377962.87895999989,128018.746,"0","1",15164894.247381,14925.757219,1377962.879
"336.02","2",Bronx,"033602","2033602",,Williamsbridge-Olinville,BX1201,BX12,BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation),"36005033602","4212",3165.14330369000,607275.51473199995,56418.535,"0","1",15164894.247381,14925.757219,501026.427
"338.01","2",Bronx,"033801","2033801",,Allerton,BX1104,BX11,BX11 Pelham Parkway-Morris Park (CD 11 Approximation),"36005033801","4211",4676.22920660000,1231399.34597999998,114402.356,"0","1",15164894.247381,14925.757219,1231399.346
"338.02","2",Bronx,"033802","2033802",,Williamsbridge-Olinville,BX1201,BX12,BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation),"36005033802","4212",2869.67182859000,505775.59301999997,46988.751,"0","1",15164894.247381,14925.757219,361035.195
"340","2",Bronx,"034000","2034000",,Allerton,BX1104,BX11,BX11 Pelham Parkway-Morris Park (CD 11 Approximation),"36005034000","4211",5860.17882709000,1704073.24670000002,158315.817,"0","1",15164894.247381,14925.757219,1704073.247
"342","2",Bronx,"034200","2034200",,Allerton,BX1104,BX11,BX11 Pelham Parkway-Morris Park (CD 11 Approximation),"36005034200","4211",5818.46848324000,1687802.78915999993,156804.220,"0","1",15164894.247381,14925.757219,1565893.974
"344","2",Bronx,"034400","2034400",,Pelham Gardens,BX1103,BX11,BX11 Pelham Parkway-Morris Park (CD 11 Approximation),"36005034400","4211",5823.58136034000,1690333.11523000011,157039.299,"0","1",15164894.247381,14925.757219,214862.040
"348","2",Bronx,"034800","2034800",,Pelham Gardens,BX1103,BX11,BX11 Pelham Parkway-Morris Park (CD 11 Approximation),"36005034800","4211",9984.82370672000,4713702.79714000039,437923.487,"0","1",15164894.247381,14925.757219,197623.234
"359","2",Bronx,"035900","2035900",,West Farms,BX0601,BX06,BX06 Tremont-Belmont-West Farms (CD 6 Approximation),"36005035900","4263",5576.94614361000,1451682.14816000010,134870.013,"0","1",15164894.247381,14925.757219,1178269.300
"360","2",Bronx,"036000","2036000",,Pelham Gardens,BX1103,BX11,BX11 Pelham Parkway-Morris Park (CD 11 Approximation),"36005036000","4211",7630.00053460000,2857374.87216999987,265462.559,"0","1",15164894.247381,14925.757219,1074.410
"363","2",Bronx,"036300","2036300",,West Farms,BX0601,BX06,BX06 Tremont-Belmont-West Farms (CD 6 Approximation),"36005036300","4263",6407.03746062000,2378745.48493999988,220989.855,"0","1",15164894.247381,14925.757219,1317759.165
"364","2",Bronx,"036400","2036400",,Eastchester-Edenwald-Baychester,BX1202,BX12,BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation),"36005036400","4212",6813.17430881000,2191493.98761000019,203599.310,"0","1",15164894.247381,14925.757219,4175.906
"365.01","2",Bronx,"036501","2036501",,Tremont,BX0602,BX06,BX06 Tremont-Belmont-West Farms (CD 6 Approximation),"36005036501","4263",5989.54989591000,1034842.66867000004,96147.362,"0","1",15164894.247381,14925.757219,365586.580
"369.01","2",Bronx,"036901","2036901",,Tremont,BX0602,BX06,BX06 Tremont-Belmont-West Farms (CD 6 Approximation),"36005036901","4263",4419.43025996000,1067643.89547999995,99188.771,"0","1",15164894.247381,14925.757219,25394.693
"369.02","2",Bronx,"036902","2036902",,Tremont,BX0602,BX06,BX06 Tremont-Belmont-West Farms (CD 6 Approximation),"36005036902","4263",3459.59019306000,672873.24780400004,62512.857,"0","1",15164894.247381,14925.757219,309734.817
"370","2",Bronx,"037000","2037000",,Williamsbridge-Olinville,BX1201,BX12,BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation),"36005037000","4212",5159.57017679000,1709084.31163999997,158781.357,"0","1",15164894.247381,14925.757219,603402.923
"372","2",Bronx,"037200","2037200",,Williamsbridge-Olinville,BX1201,BX12,BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation),"36005037200","4212",6270.89891363000,2008935.35673000012,186638.820,"0","1",15164894.247381,14925.757219,268617.647
"383.01","2",Bronx,"038301","2038301",,Fordham Heights,BX0503,BX05,BX05 Morris Heights-Mount Hope (CD 5 Approximation),"36005038301","4205",4142.37043152000,1030540.59533000004,95741.712,"0","1",15164894.247381,14925.757219,494499.012
"386","2",Bronx,"038600","2038600",,Eastchester-Edenwald-Baychester,BX1202,BX12,BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation),"36005038600","4212",9718.97780975000,4405922.40453999955,409329.289,"0","1",15164894.247381,14925.757219,79447.549
"387","2",Bronx,"038700","2038700",,Belmont,BX0603,BX06,BX06 Tremont-Belmont-West Farms (CD 6 Approximation),"36005038700","4263",6115.85414373000,1971794.59725000011,183188.310,"0","1",15164894.247381,14925.757219,622016.457
"388","2",Bronx,"038800","2038800",,Williamsbridge-Olinville,BX1201,BX12,BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation),"36005038800","4212",5125.99969399000,1593876.13532999996,148078.002,"0","1",15164894.247381,14925.757219,461196.642
"390","2",Bronx,"039000","2039000",,Williamsbridge-Olinville,BX1201,BX12,BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation),"36005039000","4212",5779.79208873000,1959260.03856000002,182023.745,"0","1",15164894.247381,14925.757219,678347.680
"392","2",Bronx,"039200","2039200",,Williamsbridge-Olinville,BX1201,BX12,BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation),"36005039200","4212",4077.68329930000,1035615.78830999997,96213.189,"0","1",15164894.247381,14925.757219,188952.640
"394","2",Bronx,"039400","2039400",,Williamsbridge-Olinville,BX1201,BX12,BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation),"36005039400","4212",5629.58093949000,1560974.45974999992,145021.274,"0","1",15164894.247381,14925.757219,1340635.042
"396","2",Bronx,"039600","2039600",,Williamsbridge-Olinville,BX1201,BX12,BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation),"36005039600","4212",6233.36997398000,2402726.56526000006,223223.692,"0","1",15164894.247381,14925.757219,2221989.486
"398","2",Bronx,"039800","2039800",,Williamsbridge-Olinville,BX1201,BX12,BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation),"36005039800","4212",5909.03408278000,2172955.40748000005,201876.964,"0","1",15164894.247381,14925.757219,818094.890
"404","2",Bronx,"040400","2040400",,Williamsbridge-Olinville,BX1201,BX12,BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation),"36005040400","4212",6116.02683935000,2316966.92051000008,215256.242,"0","1",15164894.247381,14925.757219,836939.241
"405.02","2",Bronx,"040502","2040502",,Bedford Park,BX0702,BX07,BX07 Fordham-Bedford Park-Norwood (CD 7 Approximation),"36005040502","4207",5358.57010230000,1534114.73937999993,142525.936,"0","1",15164894.247381,14925.757219,263.211
"406","2",Bronx,"040600","2040600",,Williamsbridge-Olinville,BX1201,BX12,BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation),"36005040600","4212",6241.56702883000,2403938.30702999979,223336.251,"0","1",15164894.247381,14925.757219,865073.271
"407.02","2",Bronx,"040702","2040702",,Bedford Park,BX0702,BX07,BX07 Fordham-Bedford Park-Norwood (CD 7 Approximation),"36005040702","4207",6195.82415690000,1956959.06902000005,181810.008,"0","1",15164894.247381,14925.757219,592.447
